"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CLO thiaminPP biosynthesis",15308.4242935042,-0.0389838262768789,0.236874309640389,-0.164575999550404,0.869277723179672,0.914423903456857
"CMP-N-acetylneuraminate Biosynthesis",1910.52914612663,-0.904438175957773,0.214569827265433,-4.21512282264617,2.49642289227505e-05,9.36979776344024e-05
"CO Dehydrogenase",33.9597346336433,-0.604664797714439,0.500387176395142,-1.20839387226213,0.226895795710208,0.341541032856658
"CO2 uptake, carboxysome",368.549876767265,-3.12302469538411,0.604376166597155,-5.1673524999634,2.37433208709517e-07,1.22032113125027e-06
"COG0277",2564.58224186399,-0.273991716683143,0.127137127575044,-2.15508814701998,0.0311549370756083,0.061929935894197
"COG1836",4769.26825702215,0.227814524302704,0.1270634507115,1.79291938812492,0.0729858147242553,0.131975934390452
"COG2016",42.332477636377,-6.39002222112208,0.788827921809752,-8.1006542041031,5.466442506467e-16,5.8841612263008e-15
"COG2363",8717.84656932257,0.448217814505949,0.14406475978362,3.11122452971257,0.00186313215940883,0.00490954686809579
"CRISP Cmr Cluster",3.59992833803105,-4.06465532766088,1.41819605497012,-2.86607434382302,0.00415596634244304,0.0102180862221245
"CRISPR-associated cluster",3.08900369055059,-2.0895967039541,1.01315916448742,-2.06245649962736,0.0391642949663348,0.0761268493297922
"CRISPRs",1556.71995739558,-4.98249385265197,0.587338871844607,-8.48316719954846,2.19145398223577e-17,2.6046343684698e-16
"Cadmium resistance",355.799669147869,-5.27120868822835,0.510408102206528,-10.3274392891503,5.29553901619557e-25,1.16196346489984e-23
"Calvin-Benson cycle",25824.0940427794,0.22594670571507,0.0581925992869789,3.88273953189143,0.000103286188640454,0.000345599827679643
"Campylobacter Iron Metabolism",13127.1237456725,-0.0890312219608435,0.0847126826120332,-1.05097866359148,0.293268389367486,0.413110163294199
"Capsular Polysaccharide (CPS) of Campylobacter",3208.00704460003,0.394687078415747,0.844538157412078,0.467340729310785,0.640256120805095,0.759389016464255
"Capsular Polysaccharides Biosynthesis and Assembly",17498.2343126868,0.791458135245038,0.195509579459763,4.04818084838613,5.16172572828192e-05,0.000182338360865934
"Capsular heptose biosynthesis",7446.81111216934,0.462973511682893,0.0881671218226856,5.25109022628624,1.51201588293881e-07,7.95027706190405e-07
"Capsular surface virulence antigen loci",2077.14622413122,-2.20979759958716,0.690168619617738,-3.20182276732764,0.00136560990273159,0.00370022468068498
"CarD",9470.30377575691,0.105532158038054,0.0659419663134201,1.60037930225591,0.10951446388345,0.184573121552461
"Carbon Starvation",16060.1336538288,0.509530423904728,0.0627405060752801,8.12123547893224,4.61461684773803e-16,5.01455030787533e-15
"Carbon monoxide dehydrogenase maturation factors",11.6034428504852,-1.40109111809397,0.602127287661143,-2.32690188072403,0.0199704880934446,0.0417331994773266
"Carbon monoxide induced hydrogenase",24.1217584255969,-5.19503122351958,0.773588063205495,-6.71550075629797,1.87421455203668e-11,1.36208841011073e-10
"Carnitine Metabolism in Microorganisms",2490.87393552511,-7.4285383513114,0.263021118469212,-28.2431250940824,1.72882601314239e-175,4.93147620248867e-173
"Carotenoid biosynthesis",950.308577009253,1.29973910574884,0.80034190069282,1.62397983239877,0.104380112849289,0.178023480958204
"Carotenoids",988.562426567865,1.30880161863754,0.70248376107801,1.86310586970594,0.0624473725834341,0.114923309867255
"Catechol branch of beta-ketoadipate pathway",4111.60311765487,0.117844699911188,0.528038081904835,0.223174623099299,0.823399601708163,0.883818387158056
"CbiZ Main",1705.75807494247,-0.628945631982735,0.434134785893428,-1.44873355561314,0.147412005703433,0.237566523315843
"Cell Division Cluster",1208.47771297451,-5.14790909609014,0.552733755497939,-9.31354208945058,1.23638802524208e-20,1.85620886421212e-19
"Cell Division Subsystem including YidCD",33325.6761597196,0.102637780364504,0.0400871483545523,2.56036621654203,0.0104561913349782,0.0236247808182379
"Cell division cluster containing FtsZ and FtsW",45.3395291366866,-0.384516501015467,0.350787299770456,-1.09615285749251,0.273011886249031,0.39133990227405
"Cell division-ribosomal stress proteins cluster",15978.9095653654,-0.129211939539697,0.0640786006223008,-2.01646007067651,0.0437518895043416,0.0843258546021179
"Cell envelope-associated LytR-CpsA-Psr transcriptional attenuators",899.268251132296,-5.08997865047819,0.542050334634432,-9.39023246597747,5.98679761512436e-21,9.3574466833656e-20
"Cellulosome",67.5633811611542,-3.45102114382646,0.537766686031766,-6.41732043554406,1.38693797677583e-10,9.70856583743083e-10
"Central meta-cleavage pathway of aromatic compound degradation",17062.9268476033,0.121450082903902,0.30476590112747,0.398502858930746,0.690259551317303,0.787947990953505
"Chitin and N-acetylglucosamine utilization",27433.999978654,0.118242865580631,0.0735552720521402,1.6075376010684,0.107936487897163,0.182452641023204
"Chitobiose",4274.15507915956,0.474230394820079,0.137204312782311,3.45638110933506,0.000547480661415395,0.00158950492283706
"Chloroaromatic degradation pathway",1841.43878995017,-1.42292596408222,0.669163555276912,-2.12642477741244,0.0334679064937726,0.0660672687013747
"Chlorobenzoate degradation",726.292168345511,-1.49793671709799,0.828520462208825,-1.8079658685852,0.0706118128854666,0.128089155011633
"Chlorophyll Biosynthesis in plants and prokaryotes",1.1609123388389,0.0661429212097672,1.5400171980027,0.0429494691978441,0.965741814389121,0.971703183613745
"Chlorophyll Degradation",182.975379545147,0.49798865905082,0.161792668885269,3.07794328681207,0.00208434578561562,0.00544219345855246
"Cholera toxin",4.24819676340353,-4.59422528790558,1.61191132255177,-2.85017247762277,0.00436955269551737,0.0106531188580883
"Cholesterol catabolic operon in Mycobacteria",4.83091353430603,-2.58901485666706,0.859567016265799,-3.01199884089837,0.00259533588517385,0.0066272616116413
"Choline Transport",935.586010170271,-6.94499977824931,0.619255307251148,-11.2150831764009,3.43862980581505e-29,1.12099331669571e-27
"Choline and Betaine Uptake and Betaine Biosynthesis",14668.7127263499,-0.162929661471453,0.133578926503796,-1.2197257886095,0.222568842069756,0.335470341877928
"Choline biosynthesis in plants",0.525602079537516,-1.61356827828891,2.9584253423969,-0.545414567393344,0.58546842368242,0.718019645103923
"Chorismate Synthesis",16721.4064638489,0.0761404171457743,0.182398337984903,0.417440301194392,0.676356382020195,0.778731212800244
"Cinnamic Acid Degradation",7832.37169901835,-1.79126325740288,0.205868826091825,-8.70099320721781,3.28991961534772e-18,4.12505305616676e-17
"CitAB",4929.20008543835,-1.33842277935241,0.510961313113561,-2.61942097180838,0.00880791783473111,0.020270113131897
"Citrate Metabolism KE2",842.044008566612,-3.21702345862532,0.806248667755222,-3.99011320859882,6.60417658663123e-05,0.000226968839920067
"Cluster Ytf and putative sugar transporter",22899.4349302941,0.470262347163749,0.0723866948911057,6.4965301685784,8.21936396138441e-11,5.7890705431726e-10
"Cluster-based Subsystem Grouping Hypotheticals - perhaps Proteosome Related",2265.91033131376,0.0815422919506781,0.0847459231423709,0.962197223501705,0.335950543572659,0.465193653175247
"Cobalamin",12732.9363727871,-0.0193584385161266,0.12415864731673,-0.155916957332365,0.876098478759912,0.916519494980752
"Cobalamin synthesis",5807.2516614768,-3.39102892328017,0.492884413809771,-6.87996785507796,5.98660678766548e-12,4.46452179393877e-11
"Cobalt-zinc-cadmium resistance",43184.9141815513,-0.0453127063249968,0.102283675991256,-0.443010146886691,0.657758395366728,0.766600949043347
"Coenzyme A Biosynthesis",12097.156466069,0.0967535063027445,0.0580278745981917,1.66736257312032,0.095442331252282,0.164749924294786
"Coenzyme B12 biosynthesis",11360.503247266,-1.92602775670011,0.207298020500757,-9.29110539525424,1.52694164747994e-20,2.26264989581119e-19
"Coenzyme B12 related Hypothetical: Clusters with cobST",0.963111856950305,1.24455216002246,1.10409045220643,1.12721938454891,0.259649736648094,0.378849551810071
"Coenzyme F420 hydrogenase",496.875918557648,0.511616514906761,0.240447662545406,2.12776663948708,0.0333564366191536,0.0659613417373557
"Coenzyme F420 synthesis",4.62038110307015,1.64352030804173,0.579844391352424,2.8344161512167,0.00459095039373565,0.0111216016969265
"Coenzyme PQQ synthesis",3036.26291379674,-0.230732146313784,0.206107475891846,-1.11947490170061,0.262937592380404,0.381816289915481
"Colanic acid biosynthesis",21513.833202766,0.623139487044677,0.237754050051299,2.6209416281667,0.00876872744623165,0.0202532753363367
"Cold shock, CspA family of proteins",1748.68105952692,0.11589343463717,0.0802163303337591,1.44476111229431,0.148524997601447,0.239020344313283
"Colicin V and Bacteriocin Production Cluster",8507.53975143443,-0.114711889132873,0.0910971445684339,-1.25922595791901,0.207948728165454,0.318482548774205
"Colonization factor antigen I fimbriae",3176.80982482934,-7.60102739048509,0.239001360711888,-31.8032808175013,5.83111485734148e-222,3.32665102611331e-219
"Commensurate regulon activation",3338.83526273624,0.517169220645581,0.102645485748398,5.03840199960914,4.69434674549763e-07,2.26959730364949e-06
"Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)",19570.196405948,-0.028118173355839,0.0588867829581723,-0.477495491234621,0.633009330714406,0.756297011879725
"Competence in Streptococci",131.337449307819,-4.5670396795202,0.44130672456091,-10.3489011731337,4.23316238146368e-25,9.85722097397972e-24
"Competence or DNA damage-inducible protein CinA and related protein families",26268.0173303743,0.180008948680161,0.0845468699129142,2.12910245956562,0.0332457843285858,0.0658566665258966
"Conjugative transposon, Bacteroidales",22.85018818698,-1.6200627903241,0.734736971770174,-2.20495613065577,0.0274571730875347,0.055645887198716
"Conserved cluster around inner membrane protein gene yghQ, probably involved in polysaccharide biosynthesis",924.303303196084,-1.60557512178713,0.319412954607346,-5.02664371819503,4.99138444380363e-07,2.40302516893668e-06
"Conserved gene cluster possibly involved in RNA metabolism",3020.5695456294,-0.528501341822988,0.454862732840552,-1.16189193720614,0.245279362632037,0.363103847185679
"Control of Swarming in Vibrio and Shewanella species",2.07279545590708,-2.12451196831613,1.72964622707869,-1.22829277747991,0.219337081288466,0.332797353391143
"Control of cell elongation - division cycle in Bacilli",754.393164112652,-5.50843807518106,0.53101530081806,-10.3734074455011,3.27629426371577e-25,7.95372713808446e-24
"Copper homeostasis",30588.9516884444,-0.106639627062173,0.13418100299834,-0.794744596323314,0.426762085043992,0.569515250333562
"Copper homeostasis: copper tolerance",10705.9410338631,-0.0976428375161412,0.125521216217927,-0.77789907123443,0.436628515866298,0.57862152915615
"Core Oligosaccharide Glycosylation in Pseudomonas",92.4307255249501,-6.10730156965671,0.934767215178207,-6.53349996714679,6.42502079608003e-11,4.55338430330889e-10
"Core tetrapyrrole biosynthesis in plants",119.251320633106,0.00353956651680597,0.32422850826573,0.0109168886343116,0.99128975611926,0.993902998007097
"Creatine and Creatinine Degradation",4298.72037308811,0.135472293946223,0.110782163326709,1.2228709918464,0.221378426479966,0.334231363371316
"Cresol degradation",11.9448268393722,-5.80755322391656,1.19330823964273,-4.86676705228762,1.13438605036057e-06,5.19813045566833e-06
"Curli production",2824.18391263699,0.505951463359215,0.123905165052534,4.08337669494809,4.43859855417299e-05,0.000157770746115619
"Cyanate hydrolysis",3154.56752264541,-0.105493180227515,0.148708869769982,-0.709394001788114,0.478080008968818,0.61987419344707
"Cyanobacterial Circadian Clock",110.75623184375,-1.62823292454092,0.524388177915531,-3.10501455431972,0.0019026966190602,0.00500225078881956
"Cyanophycin Metabolism",88.2588274007561,-4.04101355987965,0.841516051165751,-4.80206355455923,1.57038830270986e-06,7.05438209996832e-06
"Cysteine Biosynthesis",26432.9304840024,0.12247215780581,0.114878009464672,1.06610619714361,0.286375638534579,0.405906339835969
"Cysteine Biosynthesis, MCB 432",22532.0571229128,0.243481300211595,0.0922453589062893,2.63949648089011,0.00830292852654559,0.0192553687983506
"CytR regulation",3141.72622689223,0.536427113222305,0.071136941517384,7.54076717075636,4.67214636946668e-14,4.26473520604918e-13
"Cytolethal distending toxin of Campylobacter jejuni",1.22404155267815,-2.75906254865446,2.01264363147167,-1.37086491891115,0.170417069016074,0.269315617378588
"Cytolethal distending toxins",257.785246560105,0.684280610219951,0.324209313509643,2.11061367365561,0.0348055314063831,0.0684708816115227
"Cytolysin and Lipase operon in Vibrio",139.227624960102,-7.25973242925511,0.664827327548151,-10.9197262634023,9.27749948030142e-28,2.8609802451416e-26
"D-Alanyl Lipoteichoic Acid Biosynthesis",1305.81374471549,-4.28964396519092,0.760029296207839,-5.64405081040174,1.6609502033972e-08,9.42857802027963e-08
"D-Galacturonate and D-Glucuronate Utilization",46417.8262503295,0.333084658408001,0.0854610196996048,3.89750390972156,9.71892537749109e-05,0.000327117812853019
"D-Sorbitol(D-Glucitol) and L-Sorbose Utilization",7771.768372993,-0.928623049778767,0.274237196430319,-3.3862038478603,0.000708667208156346,0.00202147321126598
"D-Tagatose and Galactitol Utilization",6467.8706444805,-0.560034654631528,0.336377847975378,-1.66489754899829,0.0959331973018291,0.165347096860101
"D-allose utilization",1354.49899218346,-5.93286942872195,0.627679681613579,-9.45206544438446,3.32209598306493e-21,5.33874861503814e-20
"D-galactarate, D-glucarate and D-glycerate catabolism",19772.735859668,0.504384491987635,0.0941592996002345,5.35671456912981,8.47488420425212e-08,4.56124664011871e-07
"D-galactarate, D-glucarate and D-glycerate catabolism - gjo",20382.5245308743,0.50635221232993,0.0972071980947502,5.20899915082808,1.89861982381492e-07,9.84693281351286e-07
"D-galactonate catabolism",7607.67765260073,-0.0579014763161984,0.692282414022991,-0.0836385196898495,0.933343839934166,0.951693763507491
"D-gluconate and ketogluconates metabolism",30916.5821153982,0.361255232973444,0.122849122168935,2.94064154953151,0.0032753331398068,0.00818542824987723
"D-glucosaminate utilization",5218.05802797297,0.45379834051661,0.0729045318931475,6.22455598757179,4.82921675336033e-10,3.18504989340124e-09
"D-nopaline catabolic operon",1.03954568988252,-2.68332372749387,2.63336285605713,-1.0189722701229,0.308216131407586,0.43044627409554
"D-ribose utilization",29241.0024182873,0.372453837822323,0.0842098712375398,4.42292373030357,9.73741232916418e-06,3.95387454362147e-05
"D-tyrosyl-tRNA(Tyr) deacylase",479.254832576477,-0.0498094545050479,0.461241496511306,-0.107989968122538,0.914003649949916,0.943009602400417
"DNA Repair Base Excision",28116.2173612305,0.251955225354435,0.028734705005277,8.7683247594908,1.81344141914671e-18,2.299040732496e-17
"DNA phosphorothioation",1002.91792527156,-3.75849965997591,0.832322732488112,-4.51567584696431,6.311514722536e-06,2.64758760971087e-05
"DNA processing cluster",8136.9727198945,0.113351412606459,0.0550064728511145,2.0606922554963,0.0393324089519318,0.0763236030852962
"DNA repair, UvrABC system",14921.1940698587,0.052212304260668,0.0903274266379146,0.578033784466877,0.563241310168072,0.698829494841981
"DNA repair, bacterial",40148.9837401475,0.0518096114032973,0.0306530822778169,1.69019255335347,0.0909911225627446,0.159814826670688
"DNA repair, bacterial DinG and relatives",5596.53163654551,0.0382724573024974,0.11598100470183,0.329989013294808,0.741408263703051,0.823706746723643
"DNA repair, bacterial MutL-MutS system",7417.1848675918,-0.310155182939058,0.282232193545918,-1.0989362306345,0.271795882030284,0.390796935812803
"DNA repair, bacterial RecBCD pathway",20692.9190535619,0.238495837423681,0.044449885761789,5.36549944586589,8.07255281038334e-08,4.38608702697495e-07
"DNA repair, bacterial RecFOR pathway",14534.5307792295,-0.0889483415063058,0.0983085530550492,-0.904787414137792,0.365578020592284,0.501954899513594
"DNA repair, bacterial UmuCD system",9884.18306627029,-0.440807114640746,0.183393270613088,-2.40361662762825,0.0162337878252938,0.035484199058736
"DNA repair, bacterial UvrD and related helicases",13814.015804866,0.173429214169126,0.0428661469506341,4.04583165286239,5.21376927429307e-05,0.000183043407445181
"DNA repair, bacterial photolyase",1883.41723772106,0.275570524892843,0.0545048536420001,5.05588964063367,4.28389019954535e-07,2.09781919213787e-06
"DNA replication, archaeal",1090.7015231128,0.225362138272162,0.11035985830154,2.04206621629032,0.0411449634866699,0.0795701751496447
"DNA structural proteins, bacterial",9499.37671909435,0.221077760695615,0.0696646204782733,3.17345819409959,0.00150634593539918,0.00402515389295192
"DNA topoisomerases, Type I, ATP-independent",5224.68313070467,-0.176536397305905,0.0423300583058831,-4.17047375721118,3.03967059184923e-05,0.000111519747437298
"DNA topoisomerases, Type II, ATP-dependent",18090.4549137008,0.0311893553522725,0.0412508197402643,0.756090558894494,0.449594902079644,0.590999750314371
"DNA-binding regulatory proteins, strays",16965.3290052478,-0.00116018388437304,0.0667344672332927,-0.0173850774940216,0.986129413792466,0.99046977212782
"DNA-replication",87012.4147119357,0.100526049747328,0.0295486036902578,3.40205753209486,0.000668805568833535,0.00191735465838961
"De Novo Purine Biosynthesis",26827.1585836098,-0.0022731675502418,0.0455437159382641,-0.0499117716552411,0.960192696572283,0.968875280298895
"De Novo Pyrimidine Synthesis",23572.7259128894,0.166460287720153,0.0445579776552124,3.73581334880624,0.000187109421788303,0.000591390166926464
"Dehydrogenase complexes",28093.1720961304,0.030991203294866,0.0472371369066037,0.656077089433705,0.511774524678357,0.649101521651907
"Denitrification",314.006330254336,-5.57966437765383,0.608272144001257,-9.17297369718496,4.60146754955801e-20,6.64591705575404e-19
"Deoxyribose and Deoxynucleoside Catabolism",16670.9276615457,0.0422189127850935,0.0767801716676966,0.549867392428039,0.582410330797196,0.71763519161944
"Diadenylate cyclase cluster",48.9371110864286,-6.55526753645716,1.03424695232958,-6.33820338720052,2.32459837646313e-10,1.5972232631525e-09
"Dihydroxyacetone kinases",12937.6033791653,-0.472623947345725,0.0523195577584805,-9.03340868299135,1.66405836078347e-19,2.26034594006421e-18
"Dimethylarginine metabolism",136.411036482547,-4.66122077784425,0.747487507310318,-6.23585107745373,4.49328411248558e-10,2.9807192862477e-09
"Dimethylsulfoniopropionate (DMSP) mineralization, WBW",1042.56079733163,-5.93493912532113,0.588732201117164,-10.0808807706783,6.712171949042e-24,1.27643136564282e-22
"Dimethylsulfoniopropionate (DMSP) mineralization, gjo",1042.56079733163,-5.93493912532113,0.588732201117164,-10.0808807706783,6.712171949042e-24,1.27643136564282e-22
"Diphthamide biosynthesis",70.5325787998673,-0.0906781822585133,0.346877599564007,-0.261412620395457,0.793774325651003,0.859294597312898
"Dissimilatory nitrite reductase",4289.09509878816,0.560154400691013,0.110632797640971,5.06318571558537,4.12307841736838e-07,2.03655085463953e-06
"Dot-Icm type IV secretion system",7.60662927901963,-3.74634375235586,1.24087662921253,-3.01911057405707,0.00253517984456785,0.00652966185700208
"EC 2.7.1.- Phosphotransferases with an alcohol group as acceptor",2820.5625751825,-0.190380907451547,0.17018425894296,-1.11867518555494,0.263278735134784,0.381816289915481
"EC 3.13.1.- Hydrolases acting on carbon-sulfur bonds",1.14520716549359,0.885833362077767,1.13276702994475,0.782008425969968,0.434209621737101,0.577408932766575
"EC 3.4.11.- Aminopeptidases",15556.3872658048,0.263115806236495,0.0479512102328918,5.48715673616122,4.08454695287686e-08,2.24060965059255e-07
"EC 3.4.13.- Dipeptidases",5269.69692505483,0.148914802721026,0.0872280988572514,1.70718844812524,0.0877870314587402,0.155294578130888
"EC 3.4.17.- Metallocarboxypeptidases",5778.5904042254,-0.0104568550782301,0.0936233379526712,-0.111690688528071,0.91106866261044,0.943009602400417
"EC 3.4.19.- Omega peptidases",1025.50498744823,0.350312090111474,0.564910971630143,0.62011911204449,0.53517937028454,0.671770804724599
"EC 3.4.21.- Serine endopeptidase",520.329796415494,-5.46148787165489,0.603376105651328,-9.05154814799861,1.40955489256444e-19,1.96134406392198e-18
"EC 3.4.24.- Metalloendopeptidases",644.622465358993,-7.58669559418783,0.650128831110381,-11.6695264555953,1.82435891095053e-31,6.93864505798187e-30
"EC 4. 1. 1.- Carboxy-lyases",8111.96592697394,-0.135929013744118,0.127982573554199,-1.06209001717373,0.28819482160888,0.407472480118628
"EC 4.1.2.- Aldehyde-lyases",6517.54151659551,-0.167115016167668,0.159236427640006,-1.04947730016572,0.293958497414228,0.413571696115456
"EC 4.1.3.- Oxo-acid-lyases",9520.78179955717,-0.0929101829358517,0.119398527863872,-0.778151829826412,0.436479510592969,0.57862152915615
"EC 5.1.2.- Racemaces and epimerases acting on hydroxy acids and derivatives",123.426608327717,-6.14776898462043,0.500636285892002,-12.279910901118,1.1612607996105e-34,5.52082738481491e-33
"EC 6.3.4.- Ligases that form carbon-nitrogen bonds",19540.8526227298,0.272338082965469,0.0855570442863346,3.18311700967641,0.00145698722293124,0.00391158216791656
"EC 6.4.1.- Ligases that form carbon-carbon bonds",8108.49850984733,-0.325648337866633,0.0844613653190631,-3.8555893175117,0.000115451167394297,0.000380721913285817
"EC699-706",10041.4712757777,0.3031503851694,0.0815471593222908,3.71748553461302,0.000201215504114994,0.000629005178617009
"ECF class transporters",1877.86579065277,-5.29838281751055,0.566055107022184,-9.36018905541454,7.9594143920548e-21,1.22725565153169e-19
"ESAT-6 proteins secretion system in Firmicutes",342.172783934238,-2.57277926136623,0.657170810376267,-3.91493234444356,9.04295612773787e-05,0.000307083718504432
"ESAT-6 proteins secretion system in Mycobacteria (locus ESX-1)",1.23122784132026,1.28206720080089,1.33408604510257,0.961007879144948,0.336548206174121,0.4654563675693
"Ectoine biosynthesis and regulation",4.63363139877485,-1.2188503653921,0.729148132866061,-1.67160870398333,0.0946015073027544,0.16420745454253
"Entner-Doudoroff Pathway",51416.5870093704,0.235980913761382,0.038708012094239,6.09643587965354,1.08459424880807e-09,6.68930831291898e-09
"Ergothioneine Cyano",813.396479409698,-1.47627624555647,0.383704695508061,-3.84742814679852,0.000119364268533273,0.00039136388044961
"Erythritol utilization",30.3211560742873,-5.96547138884326,0.734428517611633,-8.12260314760518,4.56289418042988e-16,5.00602140372163e-15
"Erythromycin resistance",1.95484374536887,-3.00035174517248,1.91996232602349,-1.56271386396765,0.118119911976434,0.196751561408921
"Ethanolamine utilization",4364.21678969611,-0.31334284039074,0.167419578888078,-1.87160212964227,0.0612616685647258,0.11292336644968
"Ethylmalonyl-CoA pathway of C2 assimilation",18.9758262390194,0.0256632864026121,0.341576383078938,0.075131910969036,0.940109758287064,0.956066914653987
"Ethylmalonyl-CoA pathway of C2 assimilation, GJO",15.2927878010257,-0.111387871726023,0.324346884288367,-0.343422049422221,0.731280974016939,0.814835538430984
"Exopolysaccharide Biosynthesis",5688.44970183061,0.049332267978287,0.499435560456979,0.098776042164776,0.921316091033506,0.943009602400417
"Experimental ThMP RZ",2291.75511023165,0.117027870568861,0.102149379885212,1.14565424381791,0.25193824331895,0.369775204874426
"Extracellular Polysaccharide Biosynthesis of Streptococci",110.505084713271,-4.75383372499897,0.580026824666302,-8.19588598809016,2.48754033810958e-16,2.75561507357576e-15
"F0F1-type ATP synthase",18074.6871979648,0.28206407594436,0.0390990261682066,7.2140946613581,5.42939782732477e-13,4.48908907317215e-12
"F1453 mlsummers",5.70938644397345,-2.08471537530787,0.88760927470981,-2.34868588545274,0.0188397927560629,0.0399557686517987
"F420 bobik",3.15122082616832,1.63807103748031,0.793139331467093,2.06530047431933,0.0388945787289989,0.075731594419433
"FOL Commensurate regulon activation",22692.0886271433,0.327694228607014,0.0997825432153873,3.28408374899469,0.00102314513414553,0.00282665520111392
"Fatty Acid Biosynthesis FASI",2.19521615250622,0.877176148522897,0.933531108850934,0.939632477382137,0.347406111243598,0.479067570877414
"Fatty Acid Biosynthesis FASII",29424.1970814462,0.145585818323188,0.0947689958333913,1.53621780037783,0.124484971717423,0.204960104948888
"Fatty acid degradation regulons",12203.5415485461,0.00372512744987159,0.0800954371116086,0.0465086100308165,0.962904871701716,0.969703846965276
"Fe(III) respiration - Shewanella type",17.8990532169473,-6.2244689442351,1.24373800699142,-5.00464640402199,5.59646642398966e-07,2.6830118444421e-06
"Fe-S cluster assembly",15946.3122336128,0.0762335041609817,0.111199625872154,0.685555401495927,0.492993513338717,0.632739706096149
"FeFe hydrogenase maturation",3.60353127446059,-2.62334785559458,1.17357932316207,-2.23533919166731,0.0253950889428608,0.0519279506878211
"Fermentations: Lactate",18071.3525404947,-0.276690902892807,0.077507497956355,-3.56985982244728,0.000357172304334877,0.0010724568401213
"Fermentations: Mixed acid",46953.181114159,0.0429442795542306,0.0608986690403346,0.705175995320812,0.480700717879087,0.622533914611268
"Ferrous iron transporter EfeUOB, low-pH-induced",4033.34283094098,0.519903661103004,0.127441341689442,4.07955263347697,4.51224528990963e-05,0.000159890430925059
"Flagellar motility",27157.9997620265,0.213456821035197,0.102266264369233,2.08726526144057,0.0368641631033162,0.0722625890257313
"Flagellum",46534.2538258242,-0.0335240153301344,0.0798877892123703,-0.419638791618273,0.674749345585213,0.777665659911846
"Flagellum in Campylobacter",6449.20413682272,-0.200617313182462,0.115464035382094,-1.73748745675291,0.0823011661346445,0.147650362515141
"Flavocytochrome C",9.93277252220842,-5.44058447677938,0.930183543551865,-5.84893649698935,4.94725903167501e-09,2.8947807975083e-08
"Flavodoxin",4692.73339479856,0.276574311944107,0.099112648115813,2.79050471561339,0.00526259336092324,0.0125882998423761
"Flavohaemoglobin",32508.5987413619,0.120051236787818,0.0555482419712509,2.16120677320356,0.0306793704479,0.0610910326021884
"Folate Biosynthesis",24868.5355071097,-0.190749673462981,0.0424772282154672,-4.49063372250648,7.10115756964145e-06,2.95708787845288e-05
"FolateExerciseMaizeClassVDC",299.531553232304,-1.35222156946577,0.570201073547303,-2.37148197749507,0.0177169107133898,0.0379268201200333
"Formaldehyde assimilation: Ribulose monophosphate pathway",20772.3945329926,0.184399558823046,0.0550232069833628,3.35130518435253,0.000804316092050323,0.00228289716673985
"Formate dehydrogenase",15672.3292131963,0.620976018755308,0.100818158280459,6.15936681790851,7.30363738201712e-10,4.68171362521435e-09
"Formate hydrogenase",49472.4683298035,0.34292166222253,0.0774948948834583,4.4250871330071,9.64033643318982e-06,3.92843709652485e-05
"Fosfomycin resistance",620.002423387537,0.585400848688909,0.681239070885771,0.859317783884224,0.390165215235044,0.528715570763877
"Fratricide in Streptococcus",2.91197685659132,0.0980901683368465,0.987684182094824,0.0993132927661174,0.920889524494207,0.943009602400417
"Fructooligosaccharides(FOS) and Raffinose Utilization",18472.4975026128,0.119328381171221,0.132705914244905,0.899194145567652,0.36854925815722,0.504819572097705
"Fructose and Mannose Inducible PTS",137.593887885789,-4.97420971122293,0.436060572474924,-11.4071531002931,3.85128630530395e-30,1.37322427323494e-28
"Fructose utilization",21923.5584146833,0.0590087942332809,0.113594119550901,0.51947050134791,0.603432678520232,0.732123081929029
"Fructoselysine (Amadori product) utilization pathway",349.728355384255,-7.72343012603137,0.748395518465177,-10.3199844673986,5.7232415773596e-25,1.2321167244844e-23
"G-protein-coupled receptor (GPCR) system in Actinobacteria",1.7221910608233,0.177324222671569,0.981690302519322,0.180631531366359,0.856656804522068,0.904204823274449
"GABA and putrescine metabolism from cluters",11713.393030383,-0.652828848706232,0.15504851815653,-4.21048105759493,2.54827490473506e-05,9.53305464361544e-05
"Galactose-inducible PTS",31.8617337383243,-4.31137517669777,0.823256877448634,-5.23697438162826,1.63230339331911e-07,8.50437521359409e-07
"Galactosylceramide and Sulfatide metabolism",10540.709180134,-0.0769256241420642,0.112176745276148,-0.685753753620637,0.492868403582041,0.632739706096149
"Gallic acid utilization",1197.5660306494,-6.62310105657386,0.65349404253782,-10.1349065568422,3.86743157570398e-24,7.74164811908463e-23
"General Secretion Pathway",7044.63497225461,-1.17160491428773,0.488734552577044,-2.39722137121263,0.0165199397530003,0.0358424912803978
"Gentisate degradation",1600.23842678464,-3.24601418324893,0.779150948996754,-4.16609154802229,3.09866307648333e-05,0.000113319697764983
"Global Two-component Regulator PrrBA in Proteobacteria",30.5245976259763,-5.23808199858947,0.818289420539361,-6.40125836545325,1.54101546636516e-10,1.0656355437107e-09
"Glutamate dehydrogenases",2172.09494614702,-1.30981967841405,0.302314462655532,-4.33263981785252,1.47332037099089e-05,5.757049805824e-05
"Glutamate transporter involved in acid tolerance in Streptococcus",115.973631989661,-6.47369978428312,0.652238844461792,-9.92535148627191,3.2296283258698e-23,5.94355793518941e-22
