name	FAME000105	FAME000106	FAME000107	FAME000108	FAME000109	FAME000110	FAME000111	FAME000113	FAME000114	FAME000115	FAME000116	FAME000117	FAME000118	FAME000119	FAME000120	FAME000121	FAME000122	FAME000123	FAME000125	FAME000126	FAME000127	FAME000128	FAME000129	FAME000130	FAME000131	FAME000104	FAME000112	FAME000124	FAME000132
Shewanella sp. ANA-3		1.0	4.0		1.0	1.0		1.0		88.0		3.0			1.0	2.0		4.0	71.0	3.0				1.0	2.0	87.0	2.0		
Shewanella sp. LC6		3.0				2.0				130.0									81.0	2.0						197.0			
Moritella marina		1.0																1.0											
Vibrio sp. gvc		2.0								6.0																			
Vibrio azureus		1.0				1.0																				2.0			
Vibrio cholerae		8.0	3.0	2.0	3.0	2.0		1.0	2.0	151.0	1.0		1.0		1.0	4.0	3.0	1.0	58.0	14.0	9.0	1.0	2.0	6.0	3.0	65.0		1.0	7.0
Vibrio cyclitrophicus		6.0								1.0																			
Vibrio vulnificus		1.0								16.0						1.0			4.0	13.0	19.0	34.0	18.0	38.0	8.0	14.0			
Vibrio celticus		3.0		2.0					1.0				1.0	1.0	3.0			3.0											
Vibrio chagasii		1.0														1.0								1.0		2.0			
Pseudoxanthomonas winnipegensis		2.0					1.0				1.0	1.0					1.0			2.0		1.0			3.0	8.0	1.0		
Xanthomonas citri		1.0	3.0							19.0										28.0	5.0			2.0	3.0	18.0			
Tahibacter amnicola		2.0			1.0														2.0	2.0	1.0			1.0					
Rhodanobacter denitrificans		1.0	1.0	1.0		3.0	3.0						1.0								1.0		1.0	4.0	2.0	1.0	1.0		
Halomonas sp. CKK8		1.0																									1.0		
Bacterioplanoides sp. SCSIO 12839		1.0	1.0					2.0		1.0	4.0	3.0		1.0	7.0				2.0	1.0	2.0	3.0	1.0	1.0	2.0	1.0			3.0
Aliamphritea ceti		1.0	2.0	2.0						3.0							2.0	4.0	1.0							2.0		1.0	
Acinetobacter schindleri		2.0		1.0				1.0	1.0	32.0		1.0	1.0	1.0	1.0	3.0	1.0	1.0	49.0	50.0	6.0	1.0				44.0	1.0		1.0
Francisella persica		1.0																											
Thiothrix subterranea		1.0																											
Thiorhodovibrio winogradskyi		1.0		1.0																									
Candidatus Thiodiazotropha sp. CDECU1		1.0																											
Comamonas sp. PR12		31.0	26.0							10.0										85.0	30.0			44.0					
Comamonas odontotermitis		3.0	6.0	1.0						2.0									12.0	108.0	13.0	3.0	2.0	15.0	12.0	2.0	1.0		
Comamonas koreensis		29.0		21.0															5.0	185.0	26.0								
Delftia acidovorans		21.0								264.0								6.0	574.0	139.0	47.0	17.0		11.0	3.0	142.0			
Delftia lacustris		16.0	8.0	14.0						59.0									73.0	92.0	11.0	12.0		21.0	19.0	37.0	5.0		
Delftia sp. WY8		221.0	780.0	186.0	148.0		67.0												92.0	1710.0	1052.0	491.0	141.0	989.0	1041.0	155.0			
Acidovorax sp. KKS102		9.0	17.0			11.0			2.0	8.0	3.0	2.0		5.0		6.0	1.0	1.0	10.0	76.0	23.0	3.0		15.0	20.0	53.0		9.0	16.0
Acidovorax sp. JMULE5		2.0	4.0							4.0									2.0	50.0	4.0			2.0	1.0	4.0		1.0	
Acidovorax radicis		4.0			1.0				1.0	3.0									4.0	35.0	3.0	4.0		7.0		1.0			
Acidovorax carolinensis		13.0								36.0									22.0	337.0	52.0	53.0	10.0	19.0	36.0	62.0	13.0		
Rhodoferax koreense		6.0	1.0																	7.0	3.0			1.0	1.0				
Rhodoferax sp. BAB1		2.0			1.0								1.0							1.0	6.0				2.0	4.0			1.0
Diaphorobacter sp. Y-1		21.0		19.0				1.0		27.0									33.0	325.0	57.0	22.0		35.0	40.0	31.0			
Diaphorobacter aerolatus		7.0	7.0							3.0									18.0	50.0	9.0			13.0	8.0	6.0			
Hydrogenophaga crassostreae		3.0		1.0	2.0					4.0		1.0								9.0	1.0	3.0	1.0	5.0	7.0	1.0			
Polaromonas sp. JS666		2.0								4.0									3.0	16.0				3.0		3.0			
Simplicispira suum		3.0																		32.0	2.0	2.0		5.0		2.0			
Ottowia oryzae		1.0								1.0										31.0	3.0			2.0		2.0			
Ramlibacter tataouinensis		1.0			1.0						1.0	1.0							1.0	10.0	3.0				1.0				1.0
Burkholderia pyrrocinia		1.0	1.0																	14.0	1.0	1.0			4.0	1.0			
Cupriavidus gilardii		2.0								3.0						2.0			1.0							3.0			
Achromobacter spanius		2.0		1.0															4.0	8.0	4.0			4.0	2.0	1.0			
Caldimonas thermodepolymerans		6.0					2.0									1.0		1.0	6.0					7.0	4.0	4.0			3.0
Roseateles sp. SL47		1.0								3.0									4.0	19.0				2.0		15.0			
Xylophilus sp. GOD-11R		3.0	1.0																	4.0						1.0			
Thiomonas intermedia		1.0	2.0	1.0						1.0										2.0					1.0	6.0			
Aquabacterium olei		1.0																		1.0				1.0					
Paludibacterium yongneupense		1.0				2.0				24.0									22.0	1.0						45.0			
Chromobacterium violaceum		2.0		3.0	1.0		2.0			45.0									5.0	1.0						12.0			
Candidatus Pelagibacter giovannonii		2.0		1.0				1.0	2.0	1.0	1.0			3.0		2.0			3.0	9.0	6.0		3.0	3.0		2.0		7.0	1.0
Bradyrhizobium erythrophlei		1.0		1.0	1.0	2.0	1.0																						
Methylobacterium phyllosphaerae		9.0								3.0	7.0					4.0					4.0				4.0	3.0			
Agrobacterium vaccinii		7.0		1.0																									
Rhizobium binae		4.0		1.0																									
Liberibacter crescens		1.0																											
Brucella intermedia		4.0			4.0																	109.0			34.0				
Aminobacter sp. SR38		30.0																	22.0	26.0	17.0	22.0		14.0	22.0	39.0			
Sulfitobacter pontiacus		6.0						53.0	24.0	38.0				6.0			4.0		39.0	26.0	31.0	25.0	16.0			25.0			19.0
Ruegeria sp. TM1040		3.0			1.0			13.0	1.0	3.0									5.0	6.0	5.0	4.0	2.0			6.0			3.0
Tritonibacter mobilis		8.0			120.0	15.0		223.0	134.0	264.0		5.0		20.0	5.0		192.0	18.0	216.0	146.0	180.0	232.0	155.0	3.0	9.0	203.0	1.0		143.0
Paracoccus sp. SCSIO 75233		9.0																								7.0			
Sphingobium sp. PAMC28499		3.0	2.0														5.0				2.0	3.0	1.0			6.0			
Sphingomonas paucimobilis		3.0										7.0			4.0	3.0		4.0		3.0	2.0	8.0	1.0					3.0	
Qipengyuania citrea		2.0											3.0	6.0					8.0	10.0	7.0					16.0			1.0
Caenibius tardaugens		1.0											1.0																
Kordiimonas sp. SCSIO 12610		1.0																				1.0	1.0	2.0					
Clostridium sp. LQ25		32.0	36.0		81.0					367.0									217.0	111.0	105.0	53.0	70.0	106.0	36.0	441.0			
Clostridium baratii		1.0	13.0	1.0						93.0	2.0							1.0	72.0	141.0	118.0	87.0	44.0	45.0	27.0	65.0			
Sarcina sp. JB2		3.0	1.0							70.0									49.0	79.0	76.0	54.0	5.0	6.0		75.0			
Pusillibacter faecalis		80.0	19.0		1.0	17.0		9.0	2.0	601.0	3.0		6.0	23.0	1.0	10.0	5.0	19.0	54.0			103.0		72.0		573.0			4.0
Faecalibacterium prausnitzii		4.0			120.0	2.0	5.0	4.0	2.0	371.0	6.0	1.0	1.0	3.0			132.0	12.0	75.0	128.0	79.0	82.0	12.0	21.0	20.0	339.0			
Faecalibacterium sp. IP-3-29		5.0								12.0							1.0									13.0			
Paludicola sp. MB14-C6		1.0								4.0									1.0	14.0	23.0	27.0	15.0	5.0	1.0	15.0			
Dehalobacter sp. CF		3.0								422.0									275.0	82.0	39.0	224.0	97.0	87.0	86.0	194.0			
Filifactor alocis		16.0	55.0							100.0									32.0	38.0	92.0	129.0	158.0	158.0	75.0	54.0			
Serpentinicella alkaliphila		2.0	4.0					2.0		24.0	1.0					1.0		1.0	9.0	38.0	235.0	367.0	195.0	69.0	20.0	49.0			
Aminipila luticellarii		1.0		2.0	1.0					230.0						1.0			35.0	18.0	5.0	7.0			29.0	917.0			
Aminipila terrae		1.0	4.0							190.0							1.0		8.0	49.0	27.0	23.0	22.0	6.0		146.0			
Geosporobacter ferrireducens		1.0	3.0	1.0						54.0									18.0	38.0	24.0	17.0	40.0	26.0	32.0	52.0			
Blautia coccoides		47.0		14.0	1.0			119.0	274.0		130.0	73.0	55.0	201.0	69.0	73.0	44.0	158.0			187.0	88.0		84.0	17.0	36.0	100.0	42.0	2.0
Blautia hydrogenotrophica		2.0								4.0							1.0	1.0								7.0			
Enterocloster clostridioformis		4.0			12.0			2.0	1.0	39.0			3.0	2.0			18.0	1.0				24.0		10.0	20.0	8.0	4.0		
Anaerocolumna sp. AGMB13025		4.0	3.0							39.0									7.0	14.0	30.0	30.0	20.0	12.0	12.0	69.0			
Dorea longicatena		9.0								42.0	1.0			12.0					20.0	13.0	51.0	205.0	102.0	26.0		68.0			
Chakrabartyella piscis		1.0	1.0		1.0					3.0									3.0		40.0	74.0	26.0	9.0	9.0	5.0			
Wujia chipingensis		6.0				1.0				23.0								1.0	16.0	44.0	135.0	207.0	54.0	42.0	71.0	14.0			
Kineothrix sp. MB12-C1		1.0								16.0									12.0	23.0	13.0	19.0	1.0	1.0		65.0	1.0		
Roseburia hominis		7.0			210.0			1.0		1038.0	1.0			1.0			222.0		35.0							45.0			
Lactococcus garvieae		1.0				1.0				96.0									116.0	89.0	6.0	207.0	18.0		8.0	296.0			
Lactococcus taiwanensis		1.0								27.0									24.0	25.0	16.0	9.0				51.0			
Streptococcus anginosus		4.0		5.0	2.0					243.0									413.0	1771.0	35.0	328.0	308.0	50.0	888.0	896.0		2.0	
Streptococcus agalactiae		8.0	37.0			5.0				262.0									171.0	409.0	768.0	2400.0	1337.0	432.0	73.0	787.0	2.0		6.0
Vagococcus fluvialis		1.0	2.0	23.0	35.0	14.0	6.0	1.0		37838.0	1.0					18.0	43.0	20.0	12825.0	8984.0	278.0	142.0	16.0	3.0	1.0	24890.0		8.0	33.0
Lacticaseibacillus paracasei		3.0								10.0				1.0					28.0	33.0	21.0	33.0	33.0		14.0	33.0			
Staphylococcus delphini		3.0																								2.0			
Brevibacillus composti		1.0																											
[Clostridium] innocuum		24.0		21.0		3.0		2.0		56.0		28.0		11.0		16.0		17.0	24.0	4.0		24.0	12.0		179.0	64.0			
Synechococcus sp. MIT S9220		2.0								2.0	1.0						1.0												1.0
Synechococcus sp. CBW1108		1.0																											
Synechococcus sp. PROS-7-1		2.0								2.0							2.0				2.0							2.0	
Anabaena sp. 90		2.0																											
Eggerthella sp. YY7918		2.0						1.0		1.0	2.0			2.0		1.0				1.0		5.0		4.0	1.0	31.0			
Olsenella uli		3.0		1.0										5.0															
Mycobacterium paragordonae		2.0	3.0	3.0	2.0	1.0			1.0	5.0		6.0	1.0	2.0	5.0		4.0	4.0	4.0	10.0		6.0	11.0	9.0	1.0	10.0	4.0	6.0	
Rhodococcus fascians		7.0	2.0															1.0						19.0					
Micromonospora purpureochromogenes		4.0	1.0	1.0	1.0	1.0																							
Iamia majanohamensis		4.0																											
Pelolinea submarina		1.0																		2.0	5.0	8.0	4.0						
Bacteroides sp. M10		3.0		4.0		3.0		1.0	1.0	231.0	5.0	1.0		1.0	1.0	2.0	1.0	1.0	270.0	60.0	2.0	40.0	69.0			1194.0	1.0		
Bacteroides sp. HF-162		24.0				11.0		19.0	9.0	53.0	39.0	8.0	17.0	21.0				18.0	34.0		11.0	33.0		19.0	23.0	109.0			
Bacteroides sp. D2		2.0		2.0					5.0	420.0	9.0	2.0		8.0		8.0		2.0	311.0	111.0		2.0		2.0	10.0	2003.0			
Bacteroides sp. DH3716P		13.0								780.0	40.0			10.0		12.0		19.0	531.0						20.0	3450.0			
Bacteroides luhongzhouii		3.0		1.0				1.0		21.0	1.0	1.0	1.0	2.0					20.0	5.0				1.0	3.0	102.0	1.0		
Bacteroides faecis		2.0		1.0		2.0				1650.0	4.0	5.0		7.0		5.0	3.0		1073.0	347.0	9.0	7.0			3.0	4618.0			2.0
Bacteroides faecium		1.0						3.0	7.0	24.0	3.0	1.0	2.0		3.0	2.0		1.0	28.0	8.0		1.0			1.0	104.0			
Bacteroides finegoldii		1.0						7.0		6.0	1.0	52.0		2.0					37.0	83.0	1.0	2.0		2.0	41.0	163.0			
Phocaeicola dorei		45.0		29.0	6.0	10.0	2.0		1.0	192.0	7.0	4.0		84.0		34.0	13.0	12.0	106.0	36.0		3.0		9.0	3.0	916.0			7.0
Paraprevotella clara		1.0			1.0	58.0				8.0	1.0						2.0	79.0	118.0					1.0		33.0			
Segatella copri		1.0			1.0					46.0	1.0	1.0				1.0			35.0	26.0	28.0	75.0	92.0	1.0	7.0	341.0			1.0
Coprobacter fastidiosus		2.0		1.0	2.0					7.0				1.0			3.0		6.0	3.0		1.0				17.0			
Barnesiella viscericola		1.0		1.0		1.0			2.0	12.0				1.0		1.0	1.0	1.0	23.0	5.0	4.0	17.0			6.0	95.0			
Alistipes communis		1.0			3.0	13.0			1.0	11.0		2.0		1.0	2.0		4.0	18.0	15.0	4.0						38.0			
Dokdonia sp. MED134		22.0		4.0	9.0	5.0		26.0	20.0	29.0				26.0			21.0	11.0	49.0	67.0	41.0	64.0	32.0		10.0	29.0			26.0
Dokdonia donghaensis		6.0			7.0	4.0		18.0	6.0	15.0				12.0				3.0	15.0	27.0	21.0	19.0	6.0			8.0			6.0
Flavobacterium humidisoli		3.0																											
Tenacibaculum sp. SZ-18		2.0				1.0		1.0		3.0									3.0				3.0			1.0			3.0
Polaribacter sp. MED152		1.0										15.0		2.0			4.0	1.0				6.0							1.0
Haliscomenobacter hydrossis		1.0																	1.0							5.0			
Coraliomargarita sp. J2-16		1.0												1.0															
Symmachiella dynata		1.0																											
Cetobacterium somerae		1.0	2.0							22.0								1.0	14.0	27.0	16.0	15.0	3.0	13.0	5.0	20.0			
Pseudoleptotrichia goodfellowii		1.0								4.0									3.0	4.0	1.0	2.0				7.0			
Enterobacter sp. ODB01			286.0	14.0						775.0		11.0							301.0	3309.0	170.0	304.0	95.0	651.0	1148.0	33.0			9.0
Enterobacter sp. JBIWA003			11.0	2.0	5.0				1.0	58.0	1.0	1.0	1.0	1.0			1.0		110.0	170.0	49.0	131.0	45.0	87.0	14.0	7.0	3.0		
Enterobacter sp. S-33			9.0		3.0					32.0					4.0				18.0	129.0	28.0	35.0	13.0	23.0	10.0	8.0			
Enterobacter sp. JJBC			19.0		4.0	4.0			6.0	130.0			2.0	2.0				10.0	29.0	250.0	49.0	33.0	35.0	45.0	77.0	40.0			
Enterobacter cloacae complex sp. ECL405			232.0		23.0	45.0				452.0									184.0	240.0	570.0	1893.0	639.0	472.0	828.0	46.0			
Enterobacter cloacae complex sp. ECL112			192.0												48.0							804.0	412.0	737.0	768.0			208.0	
Citrobacter sp. RHBSTW-00821			3850.0	203.0	227.0	121.0				5567.0	34.0	71.0		75.0					5124.0	353.0	806.0	2300.0	1975.0	8103.0	7730.0	4916.0	37.0		
Citrobacter sp. RHBSTW-00696			136.0			46.0			14.0	3279.0		29.0		31.0		17.0	13.0		1111.0	324.0	233.0	540.0	362.0	170.0	63.0	1646.0			
Citrobacter sp. RHB35-C17			26.0							243.0									52.0	69.0	55.0	184.0	217.0	248.0	111.0	45.0			
Citrobacter sp. XT1-2-2			34.0							426.0							2.0		131.0	3594.0	1847.0	2644.0	2838.0	214.0	346.0	162.0		3.0	
Citrobacter sp. RHBSTW-00271			22.0		31.0					1164.0							23.0		1203.0	573.0						309.0			
Lelliottia steviae			2.0	3.0			2.0			1.0					12.0	8.0					1.0				2.0	2.0			4.0
Klebsiella sp. WP3-S18-ESBL-05			65.0	44.0	23.0				69.0	980.0	72.0					96.0		37.0	2089.0	1384.0		106.0	55.0	229.0	410.0	1573.0			
Yersinia entomophaga			2.0	1.0	2.0	1.0	4.0	1.0	3.0	6.0		1.0					1.0		2.0	1.0		2.0				3.0	1.0	1.0	2.0
Yersinia sp. SCPM-O-B-9106 (C-191)			1.0		3.0														5.0	4.0	3.0	19.0	13.0	22.0	17.0				
Erwinia sp. QL-Z3			25.0	40.0		12.0				51.0									15.0	12.0		15.0		4.0	9.0	18.0			
Pectobacterium aquaticum			8.0	6.0	8.0	8.0	13.0	11.0	5.0	13.0	10.0	10.0	7.0	2.0		1.0		1.0	2.0	53.0	184.0	51.0	65.0	22.0	4.0	13.0	11.0	30.0	41.0
Dickeya fangzhongdai			4.0	3.0	15.0	11.0	28.0	49.0	34.0	56.0	41.0	20.0	63.0	37.0	79.0	112.0	120.0	133.0	13.0	52.0	14.0	25.0	18.0	11.0	12.0	22.0	16.0	2.0	
Dickeya sp. NCPPB 3274			2.0		1.0																	2.0	2.0	1.0					
Brenneria sp. EniD312			17.0		13.0	30.0	24.0			28.0									11.0								9.0		
Xenorhabdus budapestensis			1.0														1.0			1.0	1.0		1.0						
Xenorhabdus doucetiae			1.0			1.0		1.0		1.0			1.0	2.0				1.0	1.0		1.0				1.0			3.0	
Aeromonas sp. FDAARGOS 1419			6.0	5.0	11.0	6.0	36.0			704.0									559.0	931.0	60.0	61.0	6.0	12.0	31.0	350.0	6.0	13.0	6.0
Aeromonas sp. FDAARGOS 1408			13.0	12.0	12.0	14.0	52.0			708.0									561.0	1174.0	70.0	90.0	26.0	52.0	40.0	543.0	27.0		
Pseudoalteromonas sp. SCSIO 43088			37.0	9.0		3.0	4.0			5.0	11.0	10.0			78.0	24.0		4.0	2.0	4.0	1.0	2.0		3.0	1.0	13.0	2.0	6.0	36.0
Pseudoalteromonas sp. MM1			1.0							1.0								1.0											
Pseudoalteromonas sp. MT33b			9.0	6.0				2.0							39.0	50.0			2.0		3.0					7.0		3.0	
Pseudoalteromonas sp. A41-2			15.0	21.0					4.0						13.0	36.0			3.0	17.0	6.0					27.0		6.0	
Pseudoalteromonas sp. SCSIO 43095			2.0													1.0			1.0									1.0	
Pseudoalteromonas phenolica			8.0												8.0														3.0
Pseudoalteromonas shioyasakiensis			8.0	4.0		2.0		1.0	1.0	1.0					22.0	14.0		1.0		3.0	1.0			6.0		6.0		2.0	9.0
Pseudoalteromonas spongiae			2.0												5.0							1.0							
Pseudoalteromonas donghaensis			14.0	24.0		2.0	12.0			25.0					22.0	33.0					3.0					7.0		10.0	29.0
Catenovulum sediminis			1.0	2.0		2.0	9.0		9.0	2.0	7.0	3.0	4.0	1.0	2.0					1.0	1.0		1.0				2.0	15.0	21.0
Catenovulum sp. TS8			1.0																1.0	9.0	6.0	12.0	8.0	14.0	13.0				
Colwellia psychrerythraea			9.0							8.0													14.0	23.0					
Shewanella pealeana			1.0						2.0	1.0		1.0	1.0			1.0				1.0	1.0			1.0		1.0		1.0	1.0
Pseudomonas mendocina			1.0			1.0				2.0									3.0	3.0	1.0					4.0			
Pseudomonas sp. B21-017			5.0	4.0										3.0						10.0			4.0						
Pseudomonas sp. C27(2019)			1.0							1.0									3.0	1.0	3.0	1.0	5.0	2.0	7.0	3.0			
Pseudomonas monteilii			33.0							48.0									82.0	177.0	81.0			49.0		6.0			
Vibrio campbellii			3.0							2.0	2.0								6.0				2.0			10.0			
Vibrio owensii			3.0	10.0								2.0	1.0		1.0	10.0			3.0	1.0	1.0					9.0			2.0
Vibrio sp. THAF190c			3.0	8.0				1.0				1.0			2.0	11.0									2.0	5.0			1.0
Vibrio aestuarianus			3.0							5.0									3.0	4.0						9.0			
Vibrio ponticus			1.0																						1.0				
Photobacterium leiognathi			3.0						1.0	3.0			1.0	1.0	2.0	1.0		2.0		1.0			1.0		1.0	1.0			1.0
Grimontia kaedaensis			2.0													1.0													
Legionella longbeachae			1.0					15.0	13.0		9.0	9.0	5.0	15.0	14.0	10.0	7.0	12.0							1.0			12.0	
Stenotrophomonas maltophilia			7.0		1.0	1.0			2.0	39.0	5.0	7.0	7.0	4.0	7.0	14.0	2.0	3.0	45.0	24.0		14.0	8.0	19.0	5.0	61.0	4.0	7.0	5.0
Xanthomonas sacchari			1.0																3.0	1.0						1.0			
Pseudoxanthomonas sp. X-1			1.0																2.0	8.0		1.0			1.0				
Francisella noatunensis			2.0																										
Methylophaga thalassica			1.0					1.0																					
Acinetobacter johnsonii			2.0	28.0	13.0	21.0	57.0			13272.0		2.0				10.0	6.0	13.0	26108.0	63972.0	3224.0	122.0	167.0	33.0	18.0	27542.0	4.0	64.0	34.0
Comamonas piscis			2.0	1.0		1.0				3.0									2.0	69.0	11.0	7.0		6.0	4.0	4.0			
Comamonas antarctica			2.0	3.0		3.0				11.0									15.0	158.0	31.0	16.0		24.0	10.0	12.0			
Acidovorax sp. T1			23.0				4.0			9.0			7.0						15.0	121.0	97.0	13.0		51.0	24.0	17.0			
Acidovorax sp. HDW3			1.0	2.0						2.0									5.0	54.0	10.0			4.0	3.0	2.0			
Delftia sp. HK171			3.0							3.0									21.0	7.0					3.0	5.0			
Diaphorobacter sp. HDW4B			2.0	5.0						9.0									6.0	57.0	7.0	12.0		3.0	3.0	5.0			
Diaphorobacter sp. HDW4A			2.0						2.0	14.0									18.0	79.0		3.0		9.0		14.0		2.0	
Diaphorobacter sp. C33			12.0							13.0									4.0	56.0		6.0	8.0		9.0	4.0			
Rhodoferax aquaticus			1.0																	16.0					1.0	3.0			
Rhodoferax sp. TBRC 17307			4.0																1.0	29.0					10.0				
Hydrogenophaga sp. RAC07			2.0							1.0										4.0	1.0	1.0		1.0					
Hydrogenophaga sp. SL48			1.0																1.0	5.0	5.0	2.0			2.0	1.0			
Hydrogenophaga taeniospiralis			2.0	1.0						12.0									7.0	8.0	1.0					11.0			
uncultured Hydrogenophaga sp.			1.0																	6.0									
Hydrogenophaga crocea			3.0								1.0								1.0	10.0	3.0			3.0					
Variovorax sp. SRS16			2.0																	19.0						1.0			
Paracidovorax citrulli			4.0	12.0						1.0										16.0	20.0	21.0				3.0			
Pulveribacter suum			3.0	2.0						3.0										34.0	4.0			2.0	4.0				
Curvibacter sp. AEP1-3			7.0																1.0	8.0	8.0					1.0			
Melaminivora jejuensis			1.0							3.0									7.0	12.0				2.0	4.0	43.0			
Alicycliphilus denitrificans			7.0			9.0		2.0		13.0	3.0			6.0		6.0	3.0		57.0	375.0	102.0	17.0			23.0	71.0	3.0		
Limnohabitans sp. 63ED37-2			1.0																2.0	32.0	9.0	3.0		12.0	5.0	1.0			
Ralstonia insidiosa			2.0							1.0											4.0					2.0			
Herbaspirillum rubrisubalbicans			2.0																1.0	1.0	1.0					1.0			
Tepidimonas taiwanensis			1.0					1.0														1.0		1.0					
Ideonella dechloratans			3.0							55.0									20.0	20.0				3.0		14.0			
uncultured Roseateles sp.			1.0																1.0		1.0								
Neisseria macacae			2.0																										
Neisseria weaveri			1.0			1.0	1.0		2.0		1.0	2.0			1.0	1.0										1.0	2.0		
Deefgea piscis			1.0							1.0																1.0			
Quatrionicoccus australiensis			2.0	8.0	7.0					110.0						1.0			161.0	2.0					1.0	463.0			
Methylobacillus flagellatus			1.0							4.0									1.0	3.0	1.0			1.0		2.0			
Methylobacterium brachiatum			8.0				1.0			2.0	1.0		4.0	4.0		2.0		2.0	1.0	8.0	1.0	4.0	1.0		2.0				
Methylorubrum populi			4.0									1.0	3.0		6.0			4.0				2.0		1.0		14.0			7.0
Shinella sp. HZN7			3.0																										
Aminobacter sp. MSH1			3.0																								3.0		
Labrenzia sp. VG12			1.0																										
Sphingobium sp. YG1			2.0											2.0															
Sphingobium xenophagum			2.0														2.0			3.0						5.0			2.0
Croceicoccus marinus			1.0								2.0											1.0							
Rickettsia bellii			1.0																				1.0						
Clostridium sp. BNL1100			1.0							29.0									44.0	2.0	31.0	27.0	6.0	2.0	1.0	23.0			
Clostridium scatologenes			2.0		1.0					25.0									11.0	34.0	11.0	24.0			3.0	43.0			
Proteiniclasticum sp. QWL-01			1.0							104.0									26.0		2.0	4.0	2.0	8.0	1.0	219.0			
Oceanirhabdus sp. W0125-5			1.0							82.0									58.0	77.0	56.0	56.0	23.0	6.0	6.0	59.0			
Sinanaerobacter sp. ZZT-01			2.0	2.0						253.0						1.0			40.0	20.0	7.0	15.0	7.0	19.0	16.0	1202.0			
Ruminiclostridium papyrosolvens			2.0							14.0									30.0	13.0	4.0	5.0	9.0	6.0		18.0			
Ruminiclostridium herbifermentans			5.0							46.0									58.0	31.0	40.0	27.0	38.0	22.0	43.0	56.0			
Ruminococcus bicirculans (ex Wegman et al. 2014)			7.0	1.0						6.0									13.0		13.0	5.0	13.0	27.0	11.0	73.0			
Terrisporobacter mayombei			4.0							22.0									24.0	13.0	20.0	13.0	17.0	24.0	3.0	11.0			
Romboutsia ilealis			34.0							29.0										19.0	53.0	34.0	33.0	36.0	48.0	18.0			
Peptostreptococcus equinus			5.0							3.0									1.0	11.0	14.0	12.0	10.0	10.0	24.0	3.0			
Aminipila butyrica			6.0							21.0										4.0	6.0	17.0		13.0	7.0	80.0			
Blautia hansenii			18.0			33.0			1.0									43.0	129.0	29.0	36.0	43.0	53.0	41.0	77.0	14.0			
Agathobacter rectalis			31.0	2.0	1.0	6.0		1.0		173.0								6.0	72.0	24.0	29.0	47.0		46.0	38.0	496.0			
Anaeromicropila herbilytica			1.0		1.0		1.0			5.0									2.0	42.0	42.0	92.0	14.0	2.0		16.0			
Anaeropeptidivorans aminofermentans			1.0							51.0						1.0				5.0	3.0	9.0	3.0	2.0	3.0	328.0			
Simiaoa sunii			21.0			1.0				8.0				1.0				2.0			180.0	378.0	129.0	29.0		33.0			
Halanaerobium praevalens			1.0							4.0									6.0	1.0	5.0	11.0	4.0	2.0		1.0			
Thermoanaerobacterium thermosaccharolyticum			13.0							13.0									4.0	7.0	18.0	6.0	20.0	10.0	18.0	1.0			
Thermoanaerobacterium sp. RBIITD			1.0							5.0									3.0	3.0	7.0	4.0	2.0	3.0	3.0	1.0			
Thermoanaerobacter sp. X514			62.0		1.0																	50.0	159.0	123.0	59.0				
Lactococcus carnosus			1.0							24.0									18.0	36.0	2.0	14.0	7.0		4.0	223.0			
Streptococcus dysgalactiae			39.0			5.0				886.0	1.0								990.0	2765.0	58.0	486.0	453.0	159.0	1084.0	2291.0		2.0	
Vagococcus zengguangii			1.0																			1.0			1.0	2.0			
Dolosigranulum pigrum			2.0							1.0						1.0			5.0	2.0	1.0	1.0	1.0		2.0				
Facklamia hominis			12.0							3.0											3.0	2.0			5.0				
Bacillus amyloliquefaciens			2.0							19.0									6.0	6.0	2.0	13.0	15.0	18.0	19.0	4.0			
Neobacillus sp. WH10			4.0							6.0									2.0	3.0	7.0	8.0	24.0	10.0	13.0				
Metabacillus sediminilitoris			9.0																3.0			11.0		15.0					
Peribacillus asahii			3.0																3.0	15.0		19.0		17.0	13.0				
Priestia megaterium			3.0							15.0										6.0	2.0					3.0			
Niallia sp. Man26			2.0							11.0									1.0	3.0	1.0	13.0	20.0	20.0	3.0	3.0			
Gracilibacillus caseinilyticus			1.0							3.0									2.0	7.0	1.0		2.0	1.0	4.0				
Virgibacillus halodenitrificans			1.0							4.0											2.0				3.0	1.0			
Staphylococcus epidermidis			6.0	1.0	2.0	6.0						3.0	2.0		4.0			11.0	4.0	16.0		56.0	8.0	17.0	36.0	13.0	1.0		
Staphylococcus pseudintermedius			3.0							3.0									1.0	3.0	5.0								
Paenibacillus hunanensis			8.0							3.0									4.0	8.0	10.0	4.0	16.0	22.0	8.0	1.0			
Paenibacillus glucanolyticus			26.0							99.0									41.0	38.0	50.0	53.0	136.0	91.0	139.0	83.0			
Listeria monocytogenes			2.0					1.0		111.0						1.0		1.0	69.0	102.0	438.0	68.0	7.0		12.0	198.0			
Pullulanibacillus sp. KACC 23026			1.0																		6.0	13.0				1.0			
Tumebacillus avium			1.0	1.0																									
Peptoniphilus sp. SAHP1			57.0							37.0	9.0								29.0	13.0	105.0	202.0	300.0	370.0	30.0	38.0			
Anaerococcus sp. Marseille-Q7828			14.0																		8.0	4.0							
Parvimonas micra			16.0							13.0										12.0	30.0	29.0	74.0	57.0	37.0	2.0			
