#FeatureID	FAME000001_good_out	FAME000002_good_out	FAME000003_good_out	FAME000004_good_out	FAME000005_good_out	FAME000006_good_out	FAME000007_good_out	FAME000008_good_out	FAME000009_good_out	FAME000010_good_out	FAME000011_good_out	FAME000012_good_out	FAME000013_good_out	FAME000014_good_out	FAME000015_good_out	FAME000016_good_out	FAME000017_good_out	FAME000018_good_out	FAME000019_good_out	FAME000020_good_out	FAME000022_good_out	FAME000023_good_out	Name
1247872	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Brevibacillus sp. SKDU10
1248727	2	0	0	0	0	0	1	2	0	2	0	0	8	3	0	0	0	5	0	1	4	0	endosymbiont of unidentified scaly snail isolate Monju
1248760	2	0	0	0	0	0	2	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	Blastomonas sp. AAP53
1249480	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	Candidatus Sulfuricurvum sp. RIFRC-1
1249481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	Brachybacterium muris UCD-AY4
1249552	0	0	0	0	0	2	2	0	0	2	0	0	4	0	0	0	0	0	0	2	1	0	Pseudohongiella spirulinae
1249627	17	0	1	0	6	0	6	13	1	7	0	0	17	9	0	19	0	37	0	21	13	0	Thiorhodococcus sp. AK35
1249668	2	0	1	0	12	0	4	2	0	19	2	8	22	10	2	4	2	14	0	6	14	0	Burkholderia ubonensis MSMB22
1249975	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	Gillisia sp. Hel_I_29
1250004	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Psychroserpens sp. Hel_I_66
1254	81	0	2	0	64	0	0	20	0	23	0	0	38	11	0	8	0	9	0	17	16	0	Pediococcus acidilactici
1254334	16	0	2	0	15	0	12	35	0	44	0	0	52	43	2	5	0	12	0	2	47	0	Psychrobacter sp. ENNN9_III
1254439	17	0	0	0	2	2	0	4	0	8	0	0	3	0	1	4	0	0	0	2	2	0	Bifidobacterium thermophilum RBL67
1255043	1	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	3	0	0	0	0	Thioalkalivibrio nitratireducens DSM 14787
1255278	19	0	2	1	25	0	34	13	2	96	6	0	243	102	3	22	0	40	0	18	75	0	Achromobacter denitrificans NBRC 15125
1255658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	Luteococcus japonicus LSP_Lj1
1256197	52	0	4	0	45	6	2	14	0	31	0	0	45	31	0	10	0	18	0	24	29	0	Lactobacillus paracasei subsp. paracasei Lpp229
1256211	72	0	7	0	62	6	4	24	0	35	0	0	17	28	0	12	0	1	0	16	25	0	Lactobacillus paracasei subsp. paracasei CNCM I-4649
1256216	81	0	2	0	97	2	5	24	0	16	0	0	17	20	0	14	0	12	0	37	33	0	Lactobacillus paracasei subsp. paracasei Lpp125
1256219	110	0	4	0	62	0	14	16	0	42	0	1	37	48	0	18	0	22	0	50	37	0	Lactobacillus paracasei subsp. paracasei Lpp230
1256225	281	0	9	0	239	0	14	28	0	42	0	0	33	62	0	17	0	28	0	113	79	0	Lactobacillus paracasei subsp. paracasei Lpp225
1256908	12	0	4	6	9	4	9	18	0	22	0	4	46	13	2	29	0	28	0	20	30	0	Eubacterium ramulus ATCC 29099
1257039	2	0	0	0	4	2	0	2	0	4	0	0	11	3	0	0	2	1	0	2	8	0	Streptococcus mutans KK23
1260251	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Spiribacter salinus M19-40
1260356	56	2	1	0	68	0	2	6	0	5	0	0	21	22	0	0	0	3	0	45	1	0	Enterococcus faecalis 13-SD-W-01
1260358	803	0	48	4	487	4	22	39	0	22	0	0	58	39	0	14	0	24	2	45	78	0	Enterococcus faecalis 06-MB-DW-09
1260361	2486	0	20	0	514	2	6	0	0	1	0	2	10	1	0	6	0	1	0	1	1	1	Enterococcus faecalis B83616-1
1260365	2730	0	33	0	577	2	6	23	2	36	2	2	63	49	0	35	0	16	0	32	47	0	Enterococcus faecalis 02-MB-P-10
1260624	2960	0	211	4	1355	4	378	686	0	924	2	0	951	679	2	1001	5	1132	0	1007	843	2	Idiomarina sp. 28-8
1261066	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Gardnerella vaginalis JCP8108
1261069	13	0	2	2	20	4	2	24	0	20	4	4	26	33	2	17	0	12	1	9	37	2	Gardnerella vaginalis JCP8481A
1261070	19	4	2	2	18	0	0	4	4	16	2	2	10	10	0	20	2	2	0	8	15	1	Gardnerella vaginalis JCP8481B
1261130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	Wohlfahrtiimonas chitiniclastica SH04
126156	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Psychrobacillus psychrotolerans
1261617	3	0	2	0	16	2	6	13	0	14	69	0	11	17	0	4	0	25	0	5	21	0	Duganella zoogloeoides ATCC 25935
1261621	30	0	2	0	16	0	15	8	0	28	1	0	34	27	8	33	0	57	0	15	37	0	Azoarcus toluclasticus ATCC 700605
1261658	4	2	10	2	12	18	7	2	0	2	13	2	12	10	6	3	2	3	16	6	2	0	Bibersteinia trehalosi Y31
1262449	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Clostridium pasteurianum DSM 525 = ATCC 6013
1262470	0	0	0	0	7	1	4	4	0	9	0	0	13	13	0	2	1	12	0	1	6	0	Herbaspirillum hiltneri N3
1262684	0	0	0	0	2	0	4	4	0	0	0	0	6	1	0	6	0	6	0	0	10	0	Acetobacter sp. CAG:267
1262685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	Acetobacter sp. CAG:977
1262687	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Acidaminococcus sp. CAG:542
1262690	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	Acinetobacter sp. CAG:196
1262691	14	0	0	0	4	0	8	4	0	8	0	0	16	8	0	20	0	44	0	2	29	0	Akkermansia sp. CAG:344
1262695	2	0	0	0	0	0	1	4	0	16	0	0	8	2	0	16	0	45	0	4	24	0	Alistipes sp. CAG:435
1262696	0	0	0	0	0	0	2	2	0	0	0	0	10	0	0	4	0	12	0	0	26	0	Alistipes sp. CAG:514
1262699	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Anaerostipes sp. CAG:276
1262700	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	2	2	0	Anaerotruncus sp. CAG:528
1262703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	Anaerotruncus sp. CAG:390
1262706	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	7	0	0	12	0	Azospirillum sp. CAG:260
1262708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Bacillus sp. CAG:988
1262734	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteroides sp. CAG:1060
1262735	4	0	0	0	2	0	2	0	0	2	0	0	5	0	0	0	0	8	0	0	1	0	Bacteroides sp. CAG:1076
1262741	1	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	4	0	0	2	0	Bacteroides sp. CAG:530
1262742	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	8	0	19	0	2	7	0	Bacteroides sp. CAG:545
1262749	2	0	0	0	1	0	0	0	0	0	0	0	3	4	0	2	0	4	0	0	4	0	Bacteroides sp. CAG:714
1262751	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	Bacteroides sp. CAG:770
1262754	71	0	4	0	20	0	38	71	0	105	8	12	110	35	1	56	0	103	1	12	155	4	Bacteroides sp. CAG:98
1262755	11	1	0	0	0	0	4	12	0	30	0	0	21	9	0	13	0	9	0	4	18	0	Blautia sp. CAG:237
1262757	19	0	0	0	8	0	6	22	0	26	0	0	34	12	0	37	0	11	0	14	24	0	Blautia sp. CAG:37
1262767	2	0	0	0	0	0	0	4	0	1	0	0	4	4	0	8	0	2	0	8	6	0	Catenibacterium sp. CAG:290
1262773	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	Clostridium sp. CAG:122
1262774	1	1	0	0	2	0	4	4	0	4	2	0	12	2	0	12	0	50	0	2	20	0	Clostridium sp. CAG:127
1262775	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	4	0	10	0	8	9	0	Clostridium sp. CAG:138
1262777	0	0	0	0	2	0	4	0	0	2	0	0	4	0	0	0	0	0	0	4	0	0	Clostridium sp. CAG:167
1262781	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	5	0	11	0	2	5	0	Clostridium sp. CAG:226
1262782	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Clostridium sp. CAG:230
1262783	5	0	2	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	Clostridium sp. CAG:242
1262784	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	Clostridium sp. CAG:245
1262786	0	0	0	0	0	0	0	4	0	6	0	0	10	4	0	4	0	14	0	2	41	0	Clostridium sp. CAG:264
1262790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	Clostridium sp. CAG:277
1262791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	Clostridium sp. CAG:288
1262792	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	Clostridium sp. CAG:299
1262794	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Clostridium sp. CAG:306
1262797	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	12	0	30	0	0	28	0	Clostridium sp. CAG:349
1262798	2	0	0	0	5	0	2	4	0	6	0	0	10	3	0	22	0	22	0	10	18	0	Clostridium sp. CAG:352
1262803	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	1	0	4	1	0	Clostridium sp. CAG:413
1262809	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	Clostridium sp. CAG:451
1262811	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Clostridium sp. CAG:465
1262814	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	0	2	2	0	Clostridium sp. CAG:505
1262821	0	0	0	0	0	0	2	0	0	2	0	0	4	2	0	6	0	8	0	0	20	0	Clostridium sp. CAG:568
1262824	2	0	0	0	2	0	6	2	0	4	0	0	6	0	0	6	0	8	0	2	12	0	Clostridium sp. CAG:58
1262825	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0	Clostridium sp. CAG:590
1262826	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Clostridium sp. CAG:594
1262829	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	Clostridium sp. CAG:628
1262830	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Clostridium sp. CAG:632
1262831	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	3	0	Clostridium sp. CAG:678
1262834	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	Clostridium sp. CAG:715
1262837	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Clostridium sp. CAG:762
1262838	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Clostridium sp. CAG:768
1262840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	Clostridium sp. CAG:793
1262842	0	0	0	0	0	0	4	7	0	12	0	0	6	2	0	4	0	2	0	0	17	0	Clostridium sp. CAG:81
1262845	2	0	0	0	0	0	2	6	0	14	0	0	20	14	0	6	0	32	0	8	24	0	Clostridium sp. CAG:91
1262848	1	0	0	0	0	0	2	2	0	1	0	0	2	0	0	6	0	6	0	2	6	0	Clostridium sp. CAG:964
1262850	9	0	0	0	10	0	11	18	0	32	0	0	48	14	0	24	0	67	0	4	58	0	Collinsella sp. CAG:166
1262857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Coprobacillus sp. CAG:826
1262862	50	0	3	0	77	0	15	54	0	55	0	0	59	57	0	29	0	120	0	60	93	0	Coprococcus sp. CAG:131
1262865	0	0	0	0	0	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	Coraliomargarita sp. CAG:312
1262868	0	0	0	0	0	0	0	6	0	4	0	0	2	0	0	2	0	10	0	0	6	0	Cryptobacterium sp. CAG:338
1262869	32	0	0	0	15	0	2	20	0	10	0	0	18	6	0	20	0	26	0	11	20	0	Dialister sp. CAG:357
1262870	0	0	0	0	0	0	0	5	0	7	0	0	4	0	0	6	0	10	0	4	6	0	Dialister sp. CAG:486
1262872	1	0	0	0	0	0	4	6	0	0	1	2	0	14	0	0	0	10	0	2	5	0	Dorea sp. CAG:105
1262875	0	0	0	0	0	0	0	2	0	2	0	0	3	0	0	2	0	2	0	2	4	0	Eggerthella sp. CAG:209
1262877	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	2	0	Eggerthella sp. CAG:368
1262878	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	6	0	4	4	0	Eubacterium sp. CAG:115
1262879	2	0	0	0	2	0	2	8	0	2	0	0	12	6	0	8	0	3	0	2	6	0	Eubacterium sp. CAG:146
1262882	0	0	2	0	0	0	2	0	0	2	0	0	2	0	0	4	0	12	0	8	4	0	Eubacterium sp. CAG:180
1262883	0	0	0	0	0	0	0	8	0	2	0	0	4	2	0	2	0	4	0	0	0	0	Eubacterium sp. CAG:192
1262884	15	0	0	0	4	0	8	28	0	20	0	0	27	6	0	23	0	72	0	22	48	0	Eubacterium sp. CAG:202
1262885	0	0	0	0	0	0	2	0	0	0	0	0	9	2	0	2	0	6	0	2	12	0	Eubacterium sp. CAG:248
1262886	5	0	0	0	0	0	0	12	0	0	0	0	2	4	1	5	0	10	0	11	11	0	Eubacterium sp. CAG:251
1262887	1	0	0	0	0	0	0	5	0	0	1	0	3	0	0	5	0	3	0	0	5	0	Eubacterium sp. CAG:252
1262890	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	8	0	8	0	2	6	0	Eubacterium sp. CAG:581
1262891	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	Eubacterium sp. CAG:603
1262893	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Eubacterium sp. CAG:786
1262894	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	Eubacterium sp. CAG:841
1262903	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Methanoculleus sp. CAG:1088
1262907	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Mycoplasma sp. CAG:877
1262909	1	0	0	0	0	0	3	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	Odoribacter sp. CAG:788
1262914	57	0	4	0	26	0	8	25	0	51	0	0	68	22	0	46	2	100	0	12	162	0	Phascolarctobacterium sp. CAG:207
1262915	0	0	0	0	0	0	0	4	0	6	0	0	4	4	0	4	2	11	0	0	16	0	Phascolarctobacterium sp. CAG:266
1262916	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Porphyromonas sp. CAG:1061
1262918	2	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	Prevotella sp. CAG:1058
1262919	2	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	2	0	0	10	0	Prevotella sp. CAG:1092
1262920	2	0	0	0	2	0	2	2	0	2	0	0	6	2	0	0	0	6	0	0	8	0	Prevotella sp. CAG:1124
1262921	5	0	0	0	0	0	2	2	0	9	0	0	8	4	0	4	0	6	0	0	8	0	Prevotella sp. CAG:1185
1262922	0	0	2	0	0	0	0	2	0	4	0	0	2	2	0	2	0	29	0	0	10	0	Prevotella sp. CAG:1320
1262923	11	0	0	0	4	0	0	4	0	2	0	0	10	6	0	8	0	13	2	2	8	0	Prevotella sp. CAG:255
1262925	2	0	0	0	0	0	5	6	0	8	0	0	10	6	0	6	0	14	0	6	14	0	Prevotella sp. CAG:386
1262927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	Prevotella sp. CAG:485
1262928	1	0	0	0	0	0	0	2	0	0	0	0	4	0	0	4	0	0	0	0	0	0	Prevotella sp. CAG:487
1262929	2	0	0	0	6	2	6	7	0	2	2	0	2	0	0	5	2	9	0	2	5	0	Prevotella sp. CAG:520
1262930	0	0	0	0	0	0	0	2	0	6	0	0	2	0	0	0	0	4	0	0	0	0	Prevotella sp. CAG:5226
1262932	2	0	0	0	0	0	7	8	0	6	0	0	5	11	0	4	0	13	0	0	24	2	Prevotella sp. CAG:604
1262934	2	0	0	0	0	2	2	2	0	0	2	0	6	0	0	7	0	8	0	2	2	0	Prevotella sp. CAG:732
1262937	4	0	0	0	0	0	0	0	0	2	0	0	4	2	0	2	0	4	0	2	1	0	Prevotella sp. CAG:891
1262945	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	6	0	10	0	0	1	0	Roseburia sp. CAG:309
1262946	8	0	2	0	8	1	2	7	0	1	0	0	8	3	0	9	0	18	0	23	26	0	Roseburia sp. CAG:380
1262952	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	8	0	10	2	0	Ruminococcus sp. CAG:177
1262953	2	0	0	0	2	0	2	6	0	2	0	0	0	6	0	4	0	6	0	2	2	0	Ruminococcus sp. CAG:254
1262954	0	0	0	0	0	0	2	2	0	0	0	0	3	1	0	2	0	2	0	0	2	0	Ruminococcus sp. CAG:330
1262956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	Ruminococcus sp. CAG:379
1262957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	Ruminococcus sp. CAG:382
1262958	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	3	0	0	2	0	Ruminococcus sp. CAG:403
1262959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	Ruminococcus sp. CAG:488
1262964	2	0	0	0	0	0	9	9	0	12	0	0	22	8	0	21	0	8	0	7	18	0	Ruminococcus sp. CAG:60
1262965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	Ruminococcus sp. CAG:624
1262966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	Ruminococcus sp. CAG:724
1262969	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	Staphylococcus sp. CAG:324
1262970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	14	0	0	12	0	Subdoligranulum sp. CAG:314
1262974	2	0	0	0	0	0	0	8	0	2	0	0	2	0	2	2	0	12	0	0	14	0	Succinatimonas sp. CAG:777
1262976	0	0	0	0	0	0	2	4	0	0	0	0	3	2	0	2	0	4	0	0	8	0	Sutterella sp. CAG:397
1262977	2	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	2	0	0	0	0	Sutterella sp. CAG:521
1262980	1	0	2	0	10	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	Veillonella sp. CAG:933
1262981	5	0	0	0	9	0	2	2	2	7	0	0	4	6	0	0	0	9	0	4	10	0	Erysipelotrichaceae bacterium CAG:64
1262986	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	2	0	Proteobacteria bacterium CAG:139
1262987	2	0	0	0	0	0	0	4	0	2	0	0	2	0	0	0	1	12	0	0	4	0	Proteobacteria bacterium CAG:495
1262989	3	0	0	0	0	0	0	6	0	9	0	0	2	4	0	8	0	12	0	2	2	0	Firmicutes bacterium CAG:94
1262991	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	Firmicutes bacterium CAG:882
1262992	8	1	2	0	2	0	0	4	0	10	0	0	8	8	0	7	0	49	0	10	13	0	Firmicutes bacterium CAG:83
1262993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	Firmicutes bacterium CAG:791
1262994	6	0	2	0	3	0	18	6	0	27	0	1	37	8	2	10	0	86	0	2	92	2	Firmicutes bacterium CAG:65
1262996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	Firmicutes bacterium CAG:631
1262998	0	0	0	0	0	0	0	0	0	4	0	0	4	2	0	2	0	4	0	2	7	0	Firmicutes bacterium CAG:102
1263004	5	1	0	0	0	0	2	2	0	3	2	1	1	0	0	2	0	2	0	3	12	1	Firmicutes bacterium CAG:137
1263005	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	6	0	0	3	0	Firmicutes bacterium CAG:145
1263007	8	0	0	0	2	0	4	6	0	6	0	0	13	10	0	6	0	59	0	0	53	2	Firmicutes bacterium CAG:176
1263010	0	0	0	0	0	0	0	2	0	6	0	0	4	2	0	1	0	2	0	0	2	0	Firmicutes bacterium CAG:227
1263011	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	2	0	Firmicutes bacterium CAG:238
1263012	34	0	4	0	36	0	7	25	0	27	0	0	25	7	0	22	0	48	0	12	47	3	Firmicutes bacterium CAG:24
1263013	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	5	0	Firmicutes bacterium CAG:240
1263014	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	2	0	0	0	0	Firmicutes bacterium CAG:270
1263015	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	2	2	0	Firmicutes bacterium CAG:272
1263016	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	2	0	4	0	0	0	0	Firmicutes bacterium CAG:308
1263017	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	Firmicutes bacterium CAG:313
1263021	14	0	2	0	2	0	0	12	0	20	0	0	30	6	0	10	0	12	0	4	32	0	Firmicutes bacterium CAG:41
1263025	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	Firmicutes bacterium CAG:466
1263026	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	32	0	0	11	0	Firmicutes bacterium CAG:475
1263028	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	Firmicutes bacterium CAG:536
1263029	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	4	0	0	0	0	Firmicutes bacterium CAG:552
1263030	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	Firmicutes bacterium CAG:555
1263033	2	0	0	0	0	0	2	0	0	0	0	0	4	2	0	4	0	4	0	4	12	0	Acidaminococcus intestini CAG:325
1263034	2	0	0	0	1	0	0	4	0	9	40	20	18	2	0	9	0	33	0	8	40	39	Akkermansia muciniphila CAG:154
1263037	78	0	0	0	10	0	10	26	0	31	2	0	71	10	0	28	0	81	0	2	110	0	Bacteroides caccae CAG:21
1263042	215	4	6	2	41	2	58	137	0	146	0	2	235	66	0	138	2	170	0	56	343	0	Bacteroides dorei CAG:222
1263044	66	0	0	0	26	0	7	24	0	35	2	0	66	16	2	14	0	62	0	10	76	2	Bacteroides faecis CAG:32
1263045	29	0	0	0	4	0	10	4	0	15	0	0	30	4	0	14	0	41	0	3	37	0	Bacteroides finegoldii CAG:203
1263046	30	0	0	0	10	0	4	14	0	12	0	0	20	10	0	8	0	12	0	4	22	1	Bacteroides fragilis CAG:47
1263050	290	1	2	0	53	0	58	127	0	99	1	2	205	28	2	105	2	283	0	55	425	4	Bacteroides ovatus CAG:22
1263051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	2	0	Bacteroides pectinophilus CAG:437
1263054	67	0	0	0	18	0	16	46	0	33	0	2	58	12	2	26	0	79	0	24	93	0	Bacteroides thetaiotaomicron CAG:40
1263056	290	2	2	0	36	0	99	186	0	198	0	4	309	71	2	168	2	254	0	26	370	0	Bacteroides vulgatus CAG:6
1263061	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	2	0	0	0	3	2	0	Blautia hydrogenotrophica CAG:147
1263062	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	8	0	8	0	2	0	0	Butyrivibrio crossotus CAG:259
1263064	2	0	0	0	2	0	2	4	0	2	0	0	0	0	0	2	0	4	0	0	8	0	Clostridium bolteae CAG:59
1263065	4	0	0	0	0	0	0	2	0	0	2	0	4	0	0	4	0	0	0	0	0	0	Clostridium clostridioforme CAG:132
1263066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	Clostridium clostridioforme CAG:511
1263068	2	0	0	0	8	0	2	0	0	8	0	0	6	4	0	6	0	13	0	0	4	0	Clostridium leptum CAG:27
1263069	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	4	0	Clostridium nexile CAG:348
1263071	13	0	1	0	17	0	2	15	0	21	0	0	7	27	0	9	0	18	0	26	22	0	Coprococcus eutactus CAG:665
1263072	6	0	0	0	6	0	0	4	0	2	0	0	10	0	0	6	0	18	0	2	20	0	Dialister invisus CAG:218
1263076	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Eubacterium dolichum CAG:375
1263085	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	4	2	0	Lactobacillus ruminis CAG:367
1263088	2	0	0	2	0	0	0	10	0	10	0	0	10	2	0	10	0	4	0	6	30	0	Methanobrevibacter smithii CAG:186
1263089	6	0	0	0	0	0	0	2	0	4	0	0	0	3	0	6	0	18	0	0	8	0	Odoribacter laneus CAG:561
1263090	4	0	0	0	2	0	10	18	0	12	0	0	14	10	0	14	0	32	0	2	45	0	Odoribacter splanchnicus CAG:14
1263094	87	8	4	0	24	0	26	64	0	44	0	0	108	32	0	89	0	220	0	49	175	0	Parabacteroides merdae CAG:48
1263095	32	0	0	0	0	0	6	9	0	16	0	0	22	2	2	22	0	63	0	2	28	0	Paraprevotella clara CAG:116
1263099	1	0	0	0	2	0	0	0	0	2	0	0	10	2	0	4	0	10	0	0	7	0	Parasutterella excrementihominis CAG:233
1263100	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	Peptostreptococcus anaerobius CAG:621
1263103	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	2	2	0	Prevotella stercorea CAG:629
1263107	8	0	2	0	4	0	4	14	0	29	0	0	26	17	0	37	0	48	0	6	41	0	Ruminococcus obeum CAG:39
1263108	4	0	2	0	0	0	0	0	0	3	0	0	12	8	0	4	2	30	0	6	6	0	Ruminococcus torques CAG:61
1263111	4	0	0	0	2	0	10	10	0	4	0	0	6	0	0	0	0	4	0	0	14	0	Sutterella wadsworthensis CAG:135
