Subsystem 3	FAME000104	FAME000105	FAME000106	FAME000107	FAME000108	FAME000109	FAME000110	FAME000111	FAME000112	FAME000113	FAME000114	FAME000115	FAME000116	FAME000117	FAME000118	FAME000119	FAME000120	FAME000121	FAME000122	FAME000123	FAME000124	FAME000125	FAME000126	FAME000127	FAME000128	FAME000129	FAME000130	FAME000131	FAME000132
At5g04520 AT1G06240	0.11266464479091	0.0967991987707167	0.0963306919526162	0.0883376724234854	0.1146251507506144	0.1163329451837041	0.1184508698580506	0.1237635442565431	0.1180650545295672	0.1165249030047814	0.1195021179911846	0.1158185125111054	0.1202340736712812	0.115913083420953	0.1130058850395427	0.113122454038846	0.1066751078879824	0.1092871457698439	0.1092373881989108	0.107027843844348	0.1271350540577811	0.1311867048619524	0.1163641292705394	0.1274566805623245	0.1039581910383017	0.115924526923611	0.0922491629578173	0.0846731816255652	0.1567452485359447
At5g37530 (CsdL protein family)	0.2566380054039993	0.2179573707582433	0.2077148817503321	0.2276188769752981	0.2259328623039244	0.2219024907910346	0.2208559270243146	0.2195650438908067	0.2201499306637198	0.2284304683389137	0.2268979679652746	0.2659909956709749	0.230192734243558	0.2226156133150099	0.2308974335459505	0.2268855602430541	0.2226934712746975	0.2249218882399468	0.2171644857751788	0.217308662970219	0.2094868680597949	0.2374517721354088	0.2523741875109738	0.2660791962767303	0.2651128406646337	0.2462114246842066	0.2360055393205582	0.2333064586295489	0.2140913402706056
At5g63290	0.3120539234798512	0.1934019774631397	0.1855856958309021	0.2291887664491347	0.1902532619002755	0.1888414382784798	0.1780531841893509	0.1865120727369099	0.1807431186611977	0.1782863263184562	0.177610492877914	0.2651924737773398	0.1794509274872389	0.1835233173599499	0.1789686216650426	0.180659992482567	0.1714570768179412	0.1703193809292131	0.175219879101549	0.1666932735809934	0.1891435749696418	0.2501546689785318	0.2358232660734734	0.2312281450952742	0.2410960010235976	0.2414388449606853	0.2409385007760108	0.2448293262675009	0.2050189969514145
Autoinducer 2 (AI-2) transport and processing (lsrACDBFGE operon)	0.0392278305588545	0.2355065305674459	0.2343711165618513	0.2385713997131487	0.2521901418382996	0.2405537884181523	0.2318627871936796	0.2707802687197277	0.2785262161478676	0.2798078056359241	0.2830995911481088	0.0484997650772244	0.290683591706266	0.2607590784510168	0.2888382157417115	0.2805680362965864	0.2843925702375595	0.2811310848779466	0.2768089075332828	0.2842100519815135	0.2958472576993934	0.0495289747457772	0.124678247655559	0.2177539112097424	0.1874915472396183	0.2063075047058885	0.2241989400453873	0.2379761217801214	0.3106138494559441
Auxin degradation	0.0096461783990581	0.015959613183436	0.016297049058376	0.0168882151792278	0.0149296178143915	0.0150976817421953	0.0152961724046795	0.0160516893133108	0.0162330401342302	0.0173086160338279	0.0164807519764918	0.0144048783211313	0.0174445659855309	0.0149092698311073	0.0183344198249022	0.019201236765123	0.0188578559119796	0.0191525466854787	0.0203522983677727	0.0215841809848972	0.0162680688417241	0.0125769301081852	0.0163525136017108	0.0082479181486335	0.008774890275	0.0081707269407061	0.0132479567291556	0.0155384928375188	0.0063619773863504
B12 duf71	0.0020305885112074	0.0091641359957132	0.009506153404731	0.0074151535633208	0.0080985386807772	0.0078766483656037	0.0076628961838784	0.0062453577222885	0.0070742304111878	0.0076453736896737	0.0070438026690912	0.0041540536225839	0.0071067150850294	0.0074680599531089	0.0074559564650274	0.0075755945479012	0.0075801060419662	0.0075836166933876	0.0077484032313926	0.0075373150788629	0.006357085828984	0.0038174412900845	0.0053459000707174	0.0059751526393075	0.0061436396270617	0.0063331695177757	0.0075635083062318	0.0078092361150377	0.0052215256042516
BEY LIP	0.3916665341087748	0.3822715283414896	0.3802478413135717	0.3511356821047005	0.3471940245545095	0.3320088457234101	0.3240465713251542	0.3348008175060925	0.3314319283972899	0.3346119007152864	0.3321658946756031	0.3664435700896872	0.332882407333258	0.3249402959142544	0.3369182588559384	0.3308087286181448	0.3381382740130887	0.3431108354825693	0.3607379158531204	0.3695273676490153	0.3494643563593155	0.3679662429055128	0.3755808085626557	0.3581160935503115	0.3662317307068094	0.3293821402498602	0.3300508416578401	0.3381498087748817	0.3108518309100972
Bacillibactin Siderophore	0.0004946265811249				6.835470899007967e-05			2.6215535745931612e-05	0.0001020404518963	4.428499876666279e-05		0.0013251098247668										0.001402035344969	0.0005448319456882	0.0005347896172148	0.0006409485070434	4.416412803228895e-05	3.576288236243307e-05	0.0001018917563115	
Bacillus biofilm matrix protein component TasA and homologs	0.0004838738293613	8.231807704972011e-05		0.0001224290661294		7.070120750592298e-05	0.0001419423245752	0.0002097242859674	5.102022594817264e-05			0.0004472944556174										0.0006155277124254	0.0001077689562899	4.140306713921367e-05	0.0001209336805742	9.635809752499408e-05	0.0001430515294497	0.0002377474313937	
Bacitracin Stress Response	0.0298245491415988	0.0033750411590385	0.0028924918624562	0.0048971626451779	0.0013329168253065	0.003641112186555	0.0011710241777458	0.0008651126796157	0.0015306067784451	0.0013839062114582	0.0012950316535985	0.0241026481136381	0.0018491724101456	0.0014820347744639	0.0015417728510846	0.001474218774066	0.001797616484515	0.001363714314048	0.0014969669013655	0.0006995889092112	0.0006654857990876	0.0188761831810472	0.019111028248758	0.0224680644342132	0.026633123694798	0.0182116804322238	0.0107479382459898	0.0092466768852776	0.0006786324650984
BactLuciferaseComplex	0.0011783223807596	0.0004980243661508	0.0003963785144847	0.0002662832188315	0.0006448127548064	0.0005361508235865	0.0006056205848544	0.0007113148699062	0.000505950573986	0.0003790585013479	0.000324545645549	0.0020268030020167	0.0003439586906243	0.000309879998297	0.0003811339097712	0.0005236777137727	0.000512424009379	0.0005510018734063	0.000702646092075	0.0005963652515286	0.0003295078991315	0.002656539444579	0.0014270833616654	0.0004126505691541	0.0001924861082473	0.0001790654645672	0.000257969591441	0.0002983164198678	2.827635271243741e-05
Bacterial Caspases	0.0003225825529075				6.835470899007967e-05							0.0003913826486653																3.3963918770533313e-05	
Bacterial Cell Division	0.3436822021206137	0.2813556771677445	0.2759317609033368	0.285736735901372	0.2839724553366851	0.2922456040909544	0.2972175676968284	0.2931681281869456	0.2943166723870057	0.2940487716877261	0.29270503192914	0.3251841086200687	0.2930058763651803	0.2973602261780955	0.2890058149476278	0.2894515577857787	0.2870282380853401	0.2890707040385508	0.2857611177352867	0.2808710581508575	0.2874192673737257	0.3275359470355231	0.3124781376170792	0.2962154836430287	0.2959917675906436	0.3022203197129281	0.2873809477075228	0.2838612204324139	0.3026205284920331
Bacterial Chemotaxis	0.4806352669417991	0.9316146494817884	0.9400784243818364	0.9157354551573088	0.8860350580886464	0.8315809253484022	0.8227124144075117	0.8454487807603751	0.8518453946888648	0.8154813649674144	0.8125097615017703	0.6508513065164869	0.8206195592504597	0.8200190793692392	0.807120534801311	0.8349353456751375	0.8060064962271704	0.8102817165553737	0.845393490514852	0.8828835059931585	0.8739859330034276	0.6357519230084473	0.7246516623655174	0.7967950937234002	0.7872057243247459	0.8353477720130396	0.8594430530753155	0.8716946496202088	0.8185418834632585
Bacterial Cytoskeleton	0.2734399365642879	0.2584547881325127	0.2549448194174988	0.2570481077339249	0.257184082134166	0.2665970577060979	0.2784970648749308	0.2726559278844068	0.273808606660224	0.2758918167529208	0.2756285293813797	0.2674610697437808	0.2719182784444683	0.2787814125824761	0.2686778522735422	0.2721091079757504	0.2657696275072985	0.2660456027117309	0.26754594822202	0.2643548809950758	0.2756880115250866	0.2755622036890847	0.2581292550993304	0.2519716732044076	0.2501209027054967	0.2629128118639295	0.2543250090009338	0.2469982385953948	0.2880731529172761
Bacterial Luciferases	0.0011783223807596	0.0004980243661508	0.0003963785144847	0.0002662832188315	0.0006448127548064	0.0005361508235865	0.0006056205848544	0.0007113148699062	0.000505950573986	0.0003790585013479	0.000324545645549	0.0020268030020167	0.0003439586906243	0.000309879998297	0.0003811339097712	0.0005236777137727	0.000512424009379	0.0005510018734063	0.000702646092075	0.0005963652515286	0.0003295078991315	0.002656539444579	0.0014270833616654	0.0004126505691541	0.0001924861082473	0.0001790654645672	0.000257969591441	0.0002983164198678	2.827635271243741e-05
Bacterial cyanide production and tolerance mechanisms	0.0023539565735783			0.0001428339104843	2.278490299669322e-05	3.535060375296149e-05				4.025908978787527e-06		0.0027168055287221	8.414891513745996e-06		4.256101728322045e-06	4.88961450768183e-06		7.429155268903084e-06	8.703295938171785e-06	1.901734557125085e-05	2.5417860381818776e-05	0.0031483102624427	0.001547681955609	0.0011267907453856	0.0013827361588486	0.0001525669877479	0.0002515683967393	0.0001981228594947	6.47214295418012e-05
Bacterial hemoglobins	0.317882704324237	0.3538716935572386	0.3628162635558719	0.3356035763162606	0.3422990520748328	0.3327685209422217	0.3274387957657478	0.3547486297139463	0.3480185501001989	0.3325563922897225	0.3292216235878007	0.4458500672712223	0.3229540337365691	0.3408769801556439	0.3276650697293037	0.3319119223959498	0.3236673910854475	0.3247793060341291	0.3416312161670946	0.3379199033069486	0.300130063929036	0.4677349492075649	0.4328651210392	0.3058299658838725	0.3010679250219242	0.31631414586315	0.3181747349636629	0.3252740519097933	0.2675791257177953
Bacterial motility:Gliding	0.1656954243636208	0.1435147074964328	0.1487962091644427	0.1690776010514209	0.1422894407240496	0.1512110291998344	0.1438100489961248	0.1456307964734163	0.1443277158363891	0.1449913002119924	0.1450559913709929	0.1667122347893327	0.1460959805050524	0.1464699458617189	0.1441254368516015	0.1384287977355448	0.1441619546386289	0.1437373274165906	0.1437714862618473	0.1384380141249743	0.1540322339138215	0.1733132260947275	0.163386918054122	0.1537330385434953	0.1621997796185227	0.1615604101835735	0.1618363750993116	0.1698128010689123	0.1513727415205817
Bacterial pathways for dimethylsulfoniopropionate and acrylate catabolism	0.0080895895723295	0.008904072000878	0.0080828312946928	0.0097466654038982	0.0104432161645736	0.0109428635598333	0.0102496721554749	0.0102621338856871	0.0089928614686434	0.0094087170296339	0.0093881917564397	0.0098939936102389	0.0095413599821888	0.0095361131925893	0.0091259181255048	0.0076247076970984	0.0079466062053563	0.0078006647711081	0.0074093644977638	0.0078615078902115	0.0122194548224137	0.0107485305497151	0.0114965812807523	0.0151384728866428	0.0124076636556387	0.0121362641459327	0.0123529423465279	0.0115583663232154	0.020483053281643
Bacteriocin-like peptides Blp	0.0014695427410233											0.0007827652973306										0.0005471357443781	0.0007543826940299	4.140306713921367e-05	0.0007256020834454	0.0001445371462874		0.0001811409001095	
Bacteriocins in Lactobacilli	0.0003225825529075											0.0002795590347609										0.0004103518082836	0.0005208832887349	8.280613427842735e-05	0.0002116339410049	9.635809752499408e-05		3.3963918770533313e-05	
Bacteroides capsular polysaccharide transcription antitermination proteins	0.0057527221935183					3.535060375296149e-05			2.551011297408632e-05		3.781114317075927e-05	0.0023017027195316	9.466752952964249e-05	2.6946086808435426e-05			4.132451688540424e-05	1.8387159290535134e-05	3.481318375268714e-05	3.086421658284974e-05		0.002473509511043	0.0012992146397182		3.0233420143560388e-05			1.6981959385266657e-05	
Benzoate catabolism	0.0028763778065521	0.0076734167489847	0.0089969760553504	0.0033453742319871	0.0073333210294857	0.0062370248554808	0.0061106170729647	0.0055148748697524	0.0064200450984783	0.0063944699437088	0.0057214561474553	0.0034312341731111	0.0056825762392326	0.0058750069420719	0.0066073523888895	0.0070975199386255	0.0078420158209535	0.0073233698126087	0.0069920047952929	0.0073122868815952	0.003778764877127	0.0034531388589767	0.0049600519580937	0.001733408410895	0.0012753464397225	0.0012638970458695	0.0019083074028594	0.0014462968743118	0.0004090645692399
Benzoate degradation	0.0415584895036117	0.0539814509933048	0.0522486568430909	0.0435245532512365	0.0543146517635172	0.0538719634125964	0.0532768686766173	0.056268152073876	0.0597404328998144	0.0619133806090457	0.0588019993020062	0.0562314361152625	0.0584755018735966	0.0541185207460617	0.0628583664255883	0.0603637579816845	0.0682963403145594	0.0636465389788776	0.0612485748352901	0.0675233612969994	0.0449859157324909	0.0545574127774434	0.0577827207805729	0.0404273348569662	0.0346026532446405	0.0314641307784947	0.0348125433684553	0.0363159201453927	0.0285063337144985
Benzoate transport and degradation cluster	0.0034202711234672	0.0160588848644495	0.0148384832544004	0.0164003936502572	0.0154675313993051	0.014747093532277	0.016199167792151	0.0157153398284944	0.0173528291820726	0.0180830411630539	0.0173509034153419	0.0065761603610262	0.017140502896637	0.0161020832738273	0.0180122481244317	0.0182267715195601	0.018497542499855	0.0199102289851011	0.0189650620690055	0.0194760065352577	0.0156227412764978	0.0059614998814539	0.011236111126079	0.0077858467755291	0.0089113005873144	0.0087766167162348	0.0138435733432821	0.0172349905801071	0.0090653986796074
Beta-Glucoside Metabolism	0.633148009656688	0.9848946328613766	1.0652726141441569	0.961583391436128	1.062323317317825	1.0720023453947236	1.0327191252378425	1.0717653786449646	1.0884535956589272	1.1336192077620382	1.140788027076307	0.6147074517206206	1.1442243403345649	1.138639233394609	1.136073998968065	1.1216237823026272	1.1328186502503643	1.114901113244429	1.021204130004032	0.9625023088148684	1.0156011129880274	0.5834860753953056	0.7703079521874642	0.999466590485023	1.046887600407708	1.0054044044965182	1.0163715799717177	1.0292029698503422	1.192767248292391
Beta-lactamase	0.0923930195286101	0.0605723850290857	0.0579837489094234	0.0693866732288646	0.0615591116713159	0.0620108507499866	0.061177141891935	0.0641406774583793	0.0667174487982271	0.0655971544231192	0.0646728094649861	0.0728763810449283	0.0666711854634095	0.0581810924338801	0.0676911699380979	0.0664608627920383	0.0669250550959121	0.069432978007609	0.0649584997838681	0.0655778868450604	0.0625787722600378	0.0797051394284255	0.0713340683176152	0.0649993651529705	0.0663270848916142	0.0698194714983186	0.07475872929043	0.0764612721321631	0.0619063615384296
Beta-lactamase cluster in Streptococcus	0.014740230542582	8.231807704972011e-05	3.2138798471735856e-05	0.0001224290661294			0.0002129134868628	1.7477023830621076e-05		4.428499876666279e-05		0.0066162304893419		5.389217361687085e-05							2.7728574961984124e-05	0.0084236107311557	0.0123688825999715	0.0158090711359897	0.0244512785411044	0.0028024146696852	0.0003004082118444	0.0042228472338029	
Biflavanoid biosynthesis	0.001478503367493	0.0006173855778729	0.0004499431786043	0.0001530363326618	0.0003417735449503	0.0001414024150118	0.0003548558114381	0.0002621553574593	0.0001530606778445	2.2142499383331395e-05		0.0013325647323604		5.389217361687085e-05	7.660983110979683e-05	2.2003265284568234e-05	2.066225844270212e-05	1.8387159290535134e-05	0.0002959120618978	0.0005761320428798	0.0003743357619867	0.0019491710893472	0.0003592298542999	2.070153356960684e-05			7.152576472486614e-05	3.3963918770533313e-05	2.827635271243741e-05
Bilin Biosynthesis	0.0004569919499523	0.0003292723081988	0.0004499431786043	6.121453306472397e-05	6.835470899007967e-05	0.0003888566412825		7.864660723779486e-05	0.0001020404518963	2.9523332511108527e-05	0.0001323390010976	0.0004193385521413	9.466752952964249e-05	0.0004041913021265	0.0002425977985143	0.0003007112922224	4.132451688540424e-05	5.51614778716054e-05	0.0002785054700214	5.144036097141623e-05	9.242858320661372e-05	0.0008207036165672	0.0002694223907249	0.000207015335696	3.0233420143560388e-05	7.226857314374556e-05	8.583091766983938e-05	6.792783754106663e-05	0.0005655270542487
Biofilm Adhesin Biosynthesis	0.0259141317502415	0.1010865986170563	0.1113930755030364	0.0530730001671156	0.0909117629568059	0.0979918736032092	0.097585348145488	0.1007725194073611	0.1062241104240954	0.1092510919573571	0.0993298731095846	0.0535075992532419	0.097961959557274	0.1046047089903463	0.1139188188602678	0.1157371753968289	0.1250479880952332	0.127202367971922	0.1241090000783296	0.1302675701240144	0.0673527085826594	0.0500629206106034	0.0827665584307115	0.0369315358881785	0.0321985924528918	0.0259203282342234	0.0254059516302724	0.0192575419428923	0.0052594016045133
Biofilm formation in Staphylococcus	6.272438528758326e-05	2.057951926243003e-05		1.2242906612944797e-05								0.0001164829311503										9.688862140030274e-05	2.81396719201638e-05	0.0001642321663188	0.0002859937576913	0.0001838833694435	5.531325805389648e-05	0.000118307650384	
Biogenesis of c-type cytochromes	0.2177691724519884	0.21852748584784	0.2306120298076693	0.2010801804638199	0.2066021953967863	0.2137807133237346	0.2264283756611762	0.1925543554283039	0.1875784509406945	0.1880452629373353	0.1840806229949816	0.2227626533894059	0.1885595667335643	0.1877787930754226	0.1808881917352839	0.18492770721844	0.1829208373960303	0.180781041889677	0.1793878905880223	0.1728071459198592	0.1894216093025322	0.2249732080355004	0.2225083061941447	0.2015329880327148	0.1988766502186916	0.2069969885064959	0.2080282587958183	0.195043962394907	0.2068780099071071
Biogenesis of cbb3-type cytochrome c oxidases	0.0557566021447797	0.0053506750082318	0.007295507253084	0.0052440449992113	0.0057474917809158	0.0065634287634665	0.004606028432467	0.0075867760448726	0.0047567857325679	0.0010776016366554	2.205650018294291e-05	0.0602561543523707	2.840025885889274e-05	8.083826042530628e-05	3.830491555489841e-05	3.300489792685235e-05		4.903242477476035e-05	3.481318375268714e-05	4.801100357332181e-05		0.0707720085353176	0.0395332454657109	0.0069129321100107	0.0054742646073273	0.0049303226566955	0.0051522392523478	0.0065663576289697	6.126543087694773e-05
Biogenesis of cytochrome c oxidases	0.0347851519551997	0.0417489847437163	0.0426374726391695	0.0428297683009518	0.0443166363285683	0.0424914257110597	0.0475033646245187	0.0491716065474524	0.0437243336375839	0.0460194945516904	0.0455246163775941	0.0510288424783616	0.044556850565285	0.0472634362619957	0.0440187321251707	0.0450553528810342	0.0455947169635626	0.0457717685272387	0.0434120401396008	0.0456104533946557	0.0495139920237829	0.0598258740493516	0.0505496276642432	0.0380770207456968	0.0333877736452051	0.0358853614865999	0.0390769094613518	0.0366697109659191	0.0541774917970301
Biotin biosynthesis	0.1755801262073484	0.1476024827544974	0.1512776772138902	0.1380575462200483	0.1401142267221884	0.1364903303139103	0.1337768907574511	0.1288929481293503	0.1339649910576511	0.1268511694996391	0.1277362913660343	0.1759510191034587	0.1286471634763119	0.1293205835952016	0.1304199337090682	0.1298385592770456	0.1307556348400522	0.1318038364014356	0.134063750092463	0.1365954089490106	0.1209048331926696	0.1873602051379012	0.1777390307251329	0.1277483922348229	0.1286923555608836	0.1225844657269936	0.1363586289146156	0.1436137901513235	0.1093956963180967
Biotin synthesis & utilization	0.3943824718180979	0.2282373711830339	0.230868108732977	0.2320142320990886	0.2345524948624508	0.2331104305982382	0.2341962336032334	0.2271134659437715	0.2261957346640749	0.2171841424499719	0.2151591301602082	0.3591752337928244	0.2213473067618687	0.2072610117772706	0.2187127161548439	0.2125525341751347	0.212082770068909	0.21116792058218	0.2097556785995389	0.2109667882596267	0.2234486403839825	0.3942555731759152	0.3243708183826044	0.2825175748290608	0.2536801597967791	0.2759122081092557	0.2595563963175525	0.2453069229624583	0.2476737091906644
Biphenyl Degradation	0.014031591329958	0.0114908064367038	0.0112035464256361	0.0119156426588195	0.0101267572071411	0.012537734243802	0.0125860991762267	0.0098448101561489	0.0098912962904576	0.00914190637672	0.0090933395466438	0.02038280020309	0.0092898507834143	0.0091862992424693	0.008945550147174	0.0092175303594919	0.0088853151718238	0.008953063275667	0.0097665200473237	0.0096955577057788	0.0085000981183748	0.0201843222022778	0.0194719219220023	0.0120621020717471	0.0129511393631535	0.0127956514926692	0.0135534013732599	0.0119833582390201	0.0072215446437943
BlaR1 Family Regulatory Sensor-transducer Disambiguation	0.0545702152001975	0.0590549884754692	0.0628902721427753	0.0654791455349	0.0902737856728985	0.1044551423227088	0.098874657593713	0.1060156265565461	0.1102802183869738	0.1156244413631926	0.1182039354089899	0.060039962032156	0.1164442169057791	0.1161511071877594	0.1132548669906507	0.1118169269652949	0.1203920925261453	0.1162895889329913	0.0986170462754251	0.0839729599284413	0.0890965327820159	0.0581525505644617	0.0617546055362825	0.0931741523412049	0.0785207271258474	0.0867945563456384	0.0743796427373878	0.0673317707666434	0.1134588652586547
Branched chain amino acid degradation regulons	0.0004127008534023	2.743935901657337e-05		4.080968870981598e-05			2.3657054095875888e-05		1.7006741982724213e-05			0.0006789290844194									3.6971433282645496e-05	0.001264762894817	0.000803520206243	0.0001428405816302	1.0077806714520128e-05		4.938683754812186e-05	0.0001245343688252	
Branched-Chain Amino Acid Biosynthesis	0.5033622871423257	0.4370290111235125	0.4498316991760671	0.4219523527857452	0.4570069441114858	0.447151692131022	0.4529454439995283	0.4607849359350923	0.4630571154032547	0.4716240537844623	0.4717968943300869	0.439504852726513	0.4692888914930016	0.4618190821363231	0.4723144070365116	0.4667279179785842	0.4791239156823072	0.4767764205881091	0.4671545736881396	0.4692887118246626	0.5052173951606714	0.4318570145104178	0.4134234947104026	0.4056811852648017	0.3969748090353142	0.4036361806046433	0.4105829810452991	0.4156982351668429	0.5417549347902993
Broadly distributed proteins not in subsystems	0.0757396952347568	0.1038442541982219	0.1007712026081277	0.1227504424280377	0.113332107505552	0.1174523809692145	0.1181847279994719	0.1160168534436203	0.1182393736348901	0.1201009166551894	0.118698631198806	0.0990198101123212	0.1172173350636033	0.124140621926462	0.1181610882579728	0.1267278064064707	0.1220726228794841	0.1237731627642372	0.1135344955134509	0.1109774347597333	0.0941731727146385	0.1038019095037478	0.1024164314609195	0.0903828955649034	0.102808745198177	0.1036813129368936	0.1257351418098422	0.1302516284849952	0.0896218999220703
Brucella Wbk Region and LPS genes	0.0006182832264061	0.000672264295906	0.0002035457236543	0.0001887448102828	0.0002392414814652	0.0004831249179571	0.0004613125548695	0.0006160650900293	0.0003571415816372	0.0003985649888999	0.0003938660746954	0.0017379253327637	0.0004323150515187	0.0005344307217006	0.0004596589866587	0.000645429115014	0.0005096690415866	0.0004658080353602	0.0004525713887849	0.0006035669020646	0.0002287607434363	0.0006725210191315	0.0003694080335051	0.000100057412253	0.000156206004075	0.0002087758779708	0.0003886233216717	0.0004471915971453	9.425450904145804e-05
Butanol Biosynthesis	0.1003904919673427	0.1194105091856208	0.1145326276940799	0.1167822005129768	0.0978420748126342	0.093697757205052	0.0837306149126355	0.0813798772044816	0.0763142656260177	0.072276765028097	0.0726033812670402	0.1199143598574702	0.0735911911603855	0.0758535441772018	0.0719911391608243	0.0719715861077599	0.0706808047239709	0.0685326034473525	0.0844601159356703	0.0957094673715743	0.1050096925234409	0.115638653066882	0.1130379336921029	0.1258206639032012	0.1264712249896835	0.1271338876566372	0.1185956480074275	0.1172287456467445	0.1030459487380864
C jejuni colonization of chick caeca	0.0023924872673978	0.0007408626934474	0.0005784983724912	0.0013467197274239	0.0004101282539404	0.0011312193200947	0.0008516539474515	0.0012059146443128	0.0008673438411189	0.0009299849740999	0.0007184117202444	0.0028515021545614	0.0007952072480489	0.0009161669514868	0.0008810130577626	0.001320195917074	0.0011984109896767	0.0010296809202699	0.0006962636750537	0.0004115228877713	0.0004436571993917	0.0021885429775127	0.0023709170383797	0.0019873472226822	0.0021012226999774	0.0025534895844123	0.0022029935535258	0.0024454021514783	0.0005089743488238
CBSS-100226.1.peg.2266	0.0247313290562471	8.231807704972011e-05	0.000353526783189	6.121453306472397e-05	0.0001025320634851	3.535060375296149e-05	3.5485581143813834e-05	2.6215535745931612e-05	5.102022594817264e-05	2.2142499383331395e-05	3.781114317075927e-05	0.0087781536914931	3.786701181185699e-05	2.6946086808435426e-05		0.0001320195917074		9.193579645267568e-05	3.481318375268714e-05	1.0288072194283245e-05	1.3864287480992062e-05	0.0106349510313508	0.0048496030330495	0.0008694644099234	0.0011186365453117	0.0013971924141124	1.430515294497323e-05	0.0007981520911075	5.655270542487483e-05
CBSS-176299.3.peg.235	0.0016666765233557	0.0002057951926243	0.0002249715893021	6.121453306472397e-05	0.0002050641269702	0.0001649694841804	0.0001419423245752	0.0002097242859674	0.0001955775328013	0.0003321374907499	0.0003592058601222	0.0021526045676591	0.0002650690826829	0.0002425147812759	0.000344744239994	0.0001760261222765	0.000344370974045	0.0002941945486485	0.0002262856943924	0.0001303155811275	8.318572488595237e-05	0.0026672867538436	0.0015446883734898	0.0028982146997449	0.0030183031109987	0.0019673111578019	0.0003719339765693	0.0004019063721179	
CBSS-176299.4.peg.1292	0.0832479961671048	0.1231257937814572	0.118118425167042	0.1221454387929146	0.1242502261482996	0.1184643340856951	0.1241388705574882	0.1216182395813344	0.1227069840153874	0.1226448789533878	0.1256497597380934	0.1124834397880825	0.1232856589457813	0.1247879054260103	0.1223295750921447	0.126913472054491	0.1215945867716561	0.1227879174789194	0.1247066678436839	0.1240808379099823	0.1311117608400375	0.1144173199727995	0.1116859729620004	0.1088342710142252	0.1091193237941423	0.1151892228698786	0.1164470444218868	0.122630084679651	0.1325407579387476
CBSS-188.1.peg.9880	0.0015591490057199	0.0013170892327955	0.0018640503113606	0.0014691487935533	0.0010253206348511	0.0016261277726362	0.0015613655703278	0.0018350875022152	0.0019897888119787	0.0017271149518998	0.0017393125858549	0.0014537069807568	0.0012874784016031	0.0018862260765904	0.0019152457777449	0.0017162546921963	0.0018182787429577	0.0014709727432428	0.0018102855551397	0.0017489722730281	0.0009843644111504	0.0015046232970399	0.0013291504609098	0.0004347322049617	0.0006349018230147	0.0008913124021061	0.0013732946827174	0.0013585567508213	8.482905813731224e-05
CBSS-194948.1.peg.143	0.0066505769657777	0.0058445834705301	0.0060099553142146	0.0077436384326875	0.0054341993647113	0.0044659596074574	0.0058669494157772	0.0048236585772514	0.0034693753644757	0.0032328049099663	0.0042411498923201	0.0110984936800089	0.0037867011811856	0.0035613744731815	0.0028537162088399	0.0023983559160179	0.0012397355065621	0.001342262628209	0.0020713844332848	0.0025943088716584	0.0067750151490447	0.009000382995021	0.0114773938448838	0.0081771057599947	0.0102188960085234	0.0108884650203243	0.0130749097917055	0.0100533199560778	0.0119891735500734
CBSS-196164.1.peg.1690	0.0551199496341107	0.0234880913181868	0.0232470642278889	0.0244858132258895	0.0242659216914782	0.0269371600597566	0.0264722435332851	0.0216540325261395	0.0196427869900464	0.0211387060779537	0.02041801731221	0.0649709174736138	0.0210161915555806	0.0204790259744109	0.0207229593152	0.0214311803871694	0.0190092777672859	0.0189142578568638	0.0194605697177521	0.0185185299497098	0.0195763739231607	0.061070607867812	0.0481128518192417	0.0293444238349176	0.0322298336537068	0.0295578464157919	0.0275183458818135	0.0248559278869019	0.0226323927110349
CBSS-196164.1.peg.461	0.0533820361303212	0.0463066622763692	0.0487192046033043	0.0456935882061632	0.0471134831714124	0.0491903651222459	0.0481539336121553	0.0465587914847745	0.051734509111447	0.0489054003046512	0.050496781704549	0.059817246667796	0.050143497041261	0.0463876884407215	0.049202664030267	0.0505304987260109	0.0488076981514028	0.053077599818678	0.0535600832035091	0.0493313061715881	0.0498005206317234	0.063572614032208	0.0590561906140663	0.0548224912501518	0.0531921755102444	0.0493883428864357	0.0491682411871674	0.0476474155778683	0.0501763878882201
CBSS-196620.1.peg.2477	0.0001523306499841	0.0001646361540994	0.0001285551938869									0.0002096692760706										6.269263737666648e-05	9.28010456941572e-05	4.830357832908261e-05	0.0001007780671452	9.635809752499408e-05	0.0001144412235597	0.0001698195938526	
CBSS-198094.1.peg.4426	0.0021505503527171	0.0003292723081988		0.0005509307975825			3.5485581143813834e-05			2.2142499383331395e-05		0.0008666330077588										0.0008207036165672	0.0006645752304549	0.0010971812791891	0.0014814375870344	0.0016380876579248	0.0010728864708729	0.000832116009878	
CBSS-203122.12.peg.188	0.0858607228322318	0.1044616397760948	0.1161174788783816	0.0809562199780974	0.0958674793585867	0.0869271346285323	0.0831427166199558	0.0848596892095806	0.0876017279530124	0.0832115126825593	0.0801218123788389	0.0950221159152399	0.0798993949230182	0.0824011334601955	0.0807276095319484	0.0864728325683531	0.0912445332829725	0.087412555267204	0.1000182769214701	0.0987757811373134	0.0902287829262963	0.1025879520709088	0.087508392507471	0.0657894736842105	0.0526212677598668	0.0522019993341655	0.0587941786038399	0.0605746491272461	0.0753564799786457
