Subsystem 3	FAME000001	FAME000005	FAME000004	FAME000003	FAME000002	FAME000006	FAME000007	FAME000008	FAME000009	FAME000010	FAME000011	FAME000012	FAME000013	FAME000014	FAME000016	FAME000015	FAME000017	FAME000018	FAME000019	FAME000020	FAME000022	FAME000023
Cysteine Biosynthesis	0.2066605550975168	0.2137334785858919	0.2558252630612023	0.2197059538035231	0.2059601214169019	0.246638834000368	0.2701121696825073	0.2243559537895251	0.2297027875293268	0.2315700320400351	0.2248836656667795	0.1030866366639711	0.2392651953592694	0.2286218356878562	0.2282222426853055	0.255115817678114	0.2331441213156122	0.2338468731081081	0.2604582345456233	0.2226574044650216	0.234009680921479	0.2527004524500803
Cysteine Biosynthesis, MCB 432	0.1964472006437145	0.1778257962674686	0.1834306727668497	0.163237496345671	0.1802571252567526	0.1971773723702351	0.2227021501380482	0.2025953920657349	0.1741778739496698	0.2004179489869653	0.1812350657663672	0.5754181032059505	0.2150471026615463	0.2003324345971191	0.1994019244810475	0.2101094286302619	0.177330375277812	0.2093648465902706	0.2278849457021922	0.2002391688920259	0.217731300629104	0.1840244235933111
CytR regulation	0.0321202061916436	0.0380670404440301	0.0571290449001813	0.0489555845515467	0.0532595132363958	0.0411092632751142	0.043615349940372	0.0363833428519047	0.0588005784169362	0.0356232745564397	0.0494036215855999	0.0481696232373892	0.0327428698655001	0.0383444834178724	0.0385725885002119	0.0525485763445423	0.0575691571500044	0.0387803080539569	0.0550922707767553	0.0389465174770657	0.0357543200092937	0.0533582760123033
Cytolethal distending toxin of Campylobacter jejuni	9.486647164649868e-06	3.8828825010910914e-05		7.847122977914113e-06				2.2960906912962697e-05		3.1015957461986526e-05			1.1900559873739817e-05	3.204661201081382e-05	1.8586711096340876e-05			3.964687547505453e-05		6.543250493164789e-05	7.069331050410691e-06	
Cytolethal distending toxins	0.0035574926867437	0.0037996778760677	0.0056603375081842	0.0035312053400613	0.0032577644797053	0.0126743640839291	0.0043746112777478	0.0035589405715092	0.0051801821660656	0.0035172095761892	0.0151783932856047	0.0010682663553302	0.003796278599723	0.0039844620933445	0.0040085340264441	0.0051162914087992	0.0050075177630665	0.0032906906644295	0.0054806212254903	0.0032061927416507	0.0027782471028114	0.005671112998076
Cytolysin and Lipase operon in Vibrio	0.0042215579882691	0.0022021490756188		0.0001569424595582	8.461725921312718e-05	3.663111006915952e-05	0.0023299560066265	0.0054111203958215		0.0044725010660184	5.716908958796521e-05		0.0057182190193319	0.0044064091514868	0.0079241344974066	4.737306859999317e-05	2.594568789153663e-05	0.0076065362518568	1.950399012630004e-05	0.0077035869139526	0.007841655467668	
D-Alanyl Lipoteichoic Acid Biosynthesis	0.0156241916586061	0.0106616557513292	0.0002285725013669	0.0045861202390589	0.000264428935041	0.0247186730746686	0.0047815610768644	0.011178134848794	0.0002351288359065	0.0110681478068347	0.0282734496648079	0.0333660935015636	0.011217071051658	0.0097868572713691	0.0055722959866829	0.0001208013249299	0.0002482137474957	0.0054674929226551	3.0881317699975056e-05	0.0072979053833764	0.007265151520507	0.0001373073529939
D-Galacturonate and D-Glucuronate Utilization	0.5695288291962112	0.6435782133768511	0.8419085569190117	0.7407778161220913	0.804699954468884	0.4881894071719615	0.6914616482188279	0.5926207266828916	0.8287857487677781	0.580875309874194	0.5267688545086687	0.6630003552026651	0.5413709516039161	0.6135879722880055	0.6134323885115647	0.7975137948119906	0.8800148767632332	0.6001252988398593	0.8643910924868443	0.5996638852346996	0.5594483384185964	0.7082763963989013
D-Sorbitol(D-Glucitol) and L-Sorbose Utilization	0.1575447494633403	0.2104180252132942	0.0582507867446722	0.2130990872958949	0.3101998208370564	0.0919807173836595	0.1224415656543562	0.1856593420863371	0.0635490787358298	0.184730008778343	0.1203790463090587	0.1158264924083019	0.1666068465190346	0.175066190496741	0.1805347900688807	0.1552060160007276	0.0553551251165934	0.1835065071095155	0.049666910856623	0.1835261803740348	0.180550715027489	0.0723833273876056
D-Tagatose and Galactitol Utilization	0.0942729082168139	0.0963022532054271	0.2150123656449292	0.1214631096565306	0.0140161038366672	0.0165361663885821	0.0489914312758468	0.0870034671523664	0.2220038708084607	0.0878812593315228	0.0125136784986988	0.1404234209625715	0.0740738535335288	0.0847437977146936	0.0887331237589784	0.0129932483902629	0.0148576540283776	0.0814078399119276	0.0153371793468177	0.0854920781385146	0.0938184057232633	0.2012351019925403
D-allose utilization	0.0280302490809863	0.0375780569881983	0.0005350567793806	0.023620145329415	0.0005652903011321	7.326222013831904e-05	0.0189477992640931	0.0327470580402573	0.0006612998509871	0.0348855083149439	0.0002318524188845	0.144064715958697	0.0297784734580622	0.0289620365864062	0.0258360791412796	0.0003316114801999	0.0007553078030647	0.0339874413298614	0.0001211414497844	0.0270841132524407	0.0367485035993498	0.0006993095419924
D-galactarate, D-glucarate and D-glycerate catabolism	0.1120444857616539	0.1330735679657269	0.2121731451784045	0.1505845212295648	0.1738817184492055	0.127869088087703	0.1574361915847878	0.1254191431553728	0.1992009332830331	0.1262720330937082	0.1303628111043169	0.1760115276277799	0.1190948954384514	0.131363386381565	0.1282262680358812	0.1720763552803295	0.2134506646760152	0.1259064341074811	0.1654342838315013	0.1232779395456257	0.119265909891412	0.1973211125592394
D-galactarate, D-glucarate and D-glycerate catabolism - gjo	0.1190463089868199	0.1419908585640662	0.2233741364414904	0.1654053076634464	0.1934162171475503	0.1282773723353488	0.1658975660767826	0.1345322542173596	0.2094105697969457	0.134921866697232	0.130642701438758	0.1791287403393685	0.1276868871572939	0.1406222502862371	0.1393269599678006	0.1807490106247425	0.2236939604801464	0.136364335884575	0.2081215525072126	0.1343687802898757	0.1276328839830879	0.206923823176083
D-galactonate catabolism	0.1058627605966165	0.1386067019439481	0.2543265676811624	0.1312703351652708	0.2645431683409603	0.220006447075372	0.0597019526616339	0.1115369423899111	0.0064063423064375	0.1130295928212698	0.0009814027045934	0.2450694913007509	0.0991360272868732	0.1015834871926783	0.0914375317574614	0.2275565350200671	0.251194907034438	0.1027050421234838	0.2407670061141108	0.0966678017025191	0.1078530135262225	0.0019286893304267
D-gluconate and ketogluconates metabolism	0.3563823216745703	0.3831539040122492	0.3999158637741848	0.3996837487373532	0.4383340239713446	0.4337499845916753	0.3648431655061562	0.3562586374770898	0.4011740665945031	0.3553851286786397	0.3671486615295981	0.8701213960521832	0.3477568997377714	0.3664484302562255	0.355068944051336	0.4513171337290275	0.3973475640901203	0.3599490378163614	0.3097660630125994	0.3627608972093443	0.3519366426802017	0.3951121720787917
D-glucosaminate utilization	0.0617668820713806	0.0638295696262695	0.0959280368746649	0.0701402008842556	0.0810492314496403	0.0898914358557863	0.0823131114889156	0.0643823829839473	0.1008593801500037	0.0657132136846398	0.0967882895490248	0.1227374044750809	0.0636560947646343	0.0718869091950194	0.0732617344899295	0.0946945343931185	0.0874996702735497	0.0727758855340009	0.0915540515564387	0.071267993829802	0.0663874146247829	0.0886663372385004
D-nopaline catabolic operon	4.743323582324933e-05	2.2187900006234808e-05						1.913408909413558e-05		2.481276596958922e-05			4.165195955808936e-05	3.204661201081382e-05	4.956456292357566e-05			6.230223288937142e-05		1.6358126232911973e-05	2.4742658676437416e-05	
D-ribose utilization	0.4573281756330026	0.4786081648661556	0.6903527854633518	0.4890468288049676	0.496588373137292	0.431476319208377	0.554316346527541	0.4378409386405136	0.6894496405467918	0.4467280046512354	0.4462785876414528	0.4805659376495432	0.4183854050264313	0.45201743273974	0.4488162041095134	0.6252858175138865	0.6731997908777549	0.4652852524724357	0.4800770641657869	0.4494072382134899	0.4474580217231115	0.6282769357750285
D-tyrosyl-tRNA(Tyr) deacylase	0.0020916400599341	0.001972495505832	0.0023852268007124	0.0015660241756257	0.0026756682507017	0.0015659799554565	0.0017972814191057	0.0019383378940619	0.0024137444561029	0.0019669335588821	0.0014135057400624	2.2016242090138552e-05	0.0020688131627173	0.0020104840508149	0.0015545571128387	0.0019636136934697	0.0021556542356551	0.0017664166410634	0.0040958379265229	0.0018278206738739	0.0020355970442251	0.0023482750556222
DNA Repair Base Excision	0.3999428144908906	0.3803135490485351	0.4229201427756775	0.37623685044524	0.4118780349390304	0.4508465449536983	0.3982956768062549	0.3865864116638541	0.4338172946076141	0.3807188101153861	0.4175439739873019	0.3616914401080489	0.394711819612265	0.3955166148864636	0.3761155227702484	0.4042324204858833	0.4256563069859194	0.3843283150961471	0.4353420622791011	0.3799949102235488	0.3853150671244756	0.4326458897011949
DNA phosphorothioation	0.0045725639333612	0.0042267949511877	0.0001689652987517	0.0027151045503582	0.0002538517776393	0.0001098933302074	0.0015216039226949	0.0030920687976123	0.1765670602135557	0.0023820255330805	5.716908958796521e-05	3.446020501065165e-05	0.0025943220524752	0.0030657925490345	0.0040642941597332	0.0002131788086999	0.2030250077512741	0.0045990375551063	9.751995063150015e-05	0.004606448347188	0.0038598547535242	0.0003065466485446
DNA processing cluster	0.0998491749589449	0.0924455155776438	0.1007549463417839	0.0950166270073071	0.0904276443457619	0.127863942288907	0.0952151579646772	0.0974517016047479	0.1021616422573544	0.0975859205087476	0.0867540934497371	0.1084347784335171	0.0998923078668491	0.10160823429862	0.1037200434879475	0.0979872446433692	0.0980574031047474	0.1040975914258836	0.1091118220965645	0.1015403422364288	0.1024946962343794	0.0826207081712946
DNA repair, UvrABC system	0.3264829621714255	0.2866732150555552	0.2626002351433739	0.2560516227693377	0.2110636502306103	0.3143376606884694	0.2665065495538846	0.292299998637653	0.2661456358618499	0.291566541986653	0.2672369092789433	0.2362476788180241	0.3107870879560064	0.2996251400971054	0.2625187075247187	0.4191411199498726	0.2546439538114861	0.2653093388932601	0.2531812958295006	0.276112084310568	0.2895079580637857	0.3117196232388416
DNA repair, bacterial	0.670077938498446	0.638483448959843	0.6233441875657854	0.638703919744549	0.6474810261242219	0.5822641323635859	0.7131284177199527	0.659573788283601	0.6570901458350977	0.6425023241527995	0.6387400518864839	0.6082023252061618	0.659439814359041	0.6566399641655547	0.6788885031113738	0.6419406896536601	0.6592342585485137	0.6756358882275316	0.7183796482512964	0.6752790612207823	0.6722087753446594	0.6407088925308335
DNA repair, bacterial DinG and relatives	0.0889942370515804	0.0917913423257934	0.095958209249442	0.0920232111619988	0.0962732866697354	0.0945571054585237	0.0992371058332588	0.0877106644075175	0.0998287233385943	0.0898594319588673	0.1180970468163391	0.1083084243484781	0.0890102375756369	0.0866486977752387	0.0931565960148604	0.0958001879763361	0.0953244573135055	0.0929322761135278	0.0585022183838369	0.0871299235669823	0.0859842735661452	0.0833232109075428
DNA repair, bacterial MutL-MutS system	0.1438049221532057	0.1207243639339236	0.1015763054329383	0.0958290658062871	0.0970983049470634	0.1169448188957917	0.1033739664980856	0.1123171029825758	0.1027494643471206	0.1138285638854905	0.1110795410694164	0.0073227935647634	0.1185117255026379	0.1195445450043391	0.0957298229066427	0.1003716890962355	0.1030303266172919	0.0997515386952372	0.097510198636437	0.1066091802851339	0.1074326239730912	0.0899714413478549
DNA repair, bacterial RecBCD pathway	0.2723104122024085	0.2634249183281894	0.3056835702367623	0.2768674243220848	0.2888198600092063	0.2443691878638693	0.2898647547713375	0.2767235745090871	0.3130262844647434	0.2776370687174254	0.2855500743102883	0.2474529888139874	0.2777521254598278	0.2783837554726712	0.2918788959295357	0.2948026058977571	0.3106563696879982	0.2901107250386486	0.2806669688484871	0.2846628040550359	0.2831149263505312	0.2822719858130211
DNA repair, bacterial RecFOR pathway	0.2006166121889164	0.1739876733722365	0.1520100556702667	0.1587131566303724	0.1451851684855885	0.1811396160186592	0.1589544668273649	0.1793162976758678	0.1544978963428295	0.1765164967439124	0.1667431666218256	0.2057823687960239	0.1802718889248216	0.1764265699473227	0.1678416152826694	0.142357307593742	0.1592035252634522	0.1720749944595397	0.1016671955034271	0.1796619080036161	0.1827881134203005	0.2691714806198868
DNA repair, bacterial UmuCD system	0.1809004907993706	0.201047974586785	0.1128050999806338	0.1594587391871564	0.0593750409654985	0.1507019928154978	0.1226449290547093	0.1942845979328256	0.0545751827013399	0.1900092997942512	0.1208415487810547	0.1569957164433606	0.1848455385411859	0.1689633887746256	0.1695577882738999	0.2488642038492481	0.1232083517379706	0.1712357213499948	0.1560158766566178	0.1630006111645225	0.179588102172211	0.113686762885699
DNA repair, bacterial UvrD and related helicases	0.2418241228740897	0.2391171493755253	0.2649516688843361	0.2574301007057911	0.2343898080203623	0.2351350955339349	0.2708217231784023	0.2451357446265481	0.2685152936612204	0.2423855721044298	0.243082968928028	0.2383612380586774	0.2471508274578285	0.2530507306413894	0.2547308755753517	0.2500587426050639	0.2606503805583769	0.2625453852887135	0.2631868427642926	0.2596361795687788	0.2598898174062482	0.3240581258427638
DNA repair, bacterial photolyase	0.0202065584607042	0.0232436742481979	0.0210737275387624	0.0237924768690355	0.0219440758892709	0.0260294562966435	0.0220077817360614	0.0251039248915057	0.0200823906136569	0.0255137266082299	0.0387796991038363	0.0171094917877883	0.0265025468388184	0.0241684865581553	0.0253130353230942	0.0204612178794805	0.0203543921509106	0.0268598141611238	0.0150375763873776	0.0243670648365455	0.0249429563895322	0.0171282939874322
DNA replication, archaeal	0.0148307917340692	0.0121756101284213	0.0112643532501179	0.0110605198373699	0.0142580081774119	0.0106413374750908	0.0118716806051925	0.0124677724537387	0.0111456579051784	0.0117612510695852	0.0111765570144471	0.0080981481775031	0.0119164272869048	0.0119800917900425	0.0118397349683691	0.0127551987205481	0.0111566457933607	0.0118430880883341	0.0105028986830125	0.0118105671401624	0.0130924011053605	0.0174156814704429
DNA structural proteins, bacterial	0.0984713975690656	0.0990135037778228	0.1216409346597109	0.1139742298388838	0.1022176491294576	0.0936474328918063	0.1136408304660609	0.1039363719593444	0.1211143122922416	0.1001629330277392	0.1154386841504987	0.1228850910679837	0.0973941820066866	0.0995901879256057	0.1117247204001049	0.1142046251274335	0.1146539947927003	0.1124045558111331	0.1214806025016597	0.1091087019735228	0.1051209527196069	0.0988996124867179
DNA topoisomerases, Type I, ATP-independent	0.0785650914911225	0.0725300263303809	0.0664033624094451	0.0702173642602051	0.0604854746012834	0.0580877827921697	0.0690427779922816	0.0756299107958561	0.0657717810127586	0.0731768789187886	0.0590723438621645	0.0494159339852744	0.0749021238453184	0.0723302418560182	0.0799719059796588	0.0684382931041234	0.0667323092570322	0.0807908924859051	0.0694147008595018	0.0820190996609462	0.0786828328129127	0.0596712210557696
DNA topoisomerases, Type II, ATP-dependent	0.158984235234295	0.1379214920462615	0.1329410254115088	0.1253052512154744	0.1258907376819852	0.1426443335510234	0.1343140387615898	0.1475891379398913	0.1325952124829894	0.1445685384040833	0.1295237185977344	0.1298575392151406	0.1527968701482254	0.1491737742491454	0.1372872601926322	0.1268402068497652	0.135198284668796	0.142010226261541	0.1311777077640212	0.1438551069590278	0.1504796995574704	0.1223881107926026
DNA-binding regulatory proteins, strays	0.2506234699807456	0.3022134177113108	0.2318822097308588	0.3117008779555493	0.2449062894746229	0.2703102643393931	0.2541678210779758	0.2796174262923115	0.2358990840332262	0.2896597695389111	0.2800207570982387	0.3003404876110255	0.2767496449637965	0.2732403251125735	0.2646130463299675	0.2457745253083172	0.2376162518682178	0.2629405864222753	0.2748684325839376	0.2530403649633188	0.2612065981365711	0.2281043719080869
DNA-replication	1.2240257181739738	1.14987358053362	1.1519399216613402	1.1307287317196344	1.332859671435749	1.0874218679850347	1.1142638094606294	1.1530024950085704	1.126824038107081	1.1528350535321297	1.0711160697583038	1.0257393992177226	1.1672710895770937	1.1866269145261823	1.1383943378104169	1.129733819846682	1.108574850856333	1.150673044901637	1.2818473224680882	1.1608190010909274	1.1711044280124008	1.1978472080391174
De Novo Purine Biosynthesis	0.4463704657146878	0.4115547726114806	0.3880170748821349	0.3708236434443094	0.3529068567057485	0.4756534379517834	0.3951825589592083	0.409265409664164	0.3895239816717071	0.4158254769765387	0.4116126809425503	0.3608098331965264	0.4346386230086581	0.4164564052845293	0.391510187506164	0.3675123706873137	0.379503252508191	0.3977532326039465	0.3826048983100961	0.395175251367692	0.4116232459937681	0.3493450311534418
De Novo Pyrimidine Synthesis	0.3837225451687737	0.3508938728336006	0.3605907214583584	0.3198521329997377	0.4105594159829587	0.399237889755012	0.3421366045281666	0.3439429051027258	0.3795034519852224	0.3448199070836352	0.3397916301022697	0.3097168359007334	0.348779625352921	0.3543584389340406	0.3149507869324357	0.3659155034999231	0.3635401680329239	0.3143925483206679	0.3721735142575486	0.3201416168790745	0.3255193660789469	0.4475900388177458
Dehydrogenase complexes	0.2219066566123887	0.2078811095193034	0.2058010400022289	0.1987002484936659	0.2188019563842116	0.2305628414644198	0.2141397064379912	0.223054367155968	0.2095384852654895	0.2260704072385706	0.1974597245434381	0.1838111899552728	0.2384863480033894	0.2249693447708687	0.2127142610616848	0.1990084574291847	0.2055321432115668	0.2180954481820843	0.1953800513260646	0.2156911143911072	0.2291492334398552	0.2348536982487954
Denitrification	0.005824801359095	0.0029029169174823	4.693480520882467e-05	0.0011038286322265	0.0001057715740164	0.0104368137772047	0.0027955509569303	0.0046342763785996	0.0001056242817548	0.0046224115270847	9.5281815979942e-05	6.89204100213033e-05	0.0064049096587131	0.0040156185216883	0.0066311189621378	9.869389291665244e-05	0.0001340527207729	0.0067416679825653	8.126662552625013e-05	0.008115811695022	0.0076560855275947	0.0001564665185279
Deoxyribose and Deoxynucleoside Catabolism	0.2390657221001817	0.2062345230812853	0.24256001201531	0.1928888968007816	0.22524338744325	0.1820004929500811	0.2173771590887923	0.2126701885199065	0.2402539097516745	0.2088011648550269	0.1875992104894281	0.1576985131799946	0.2108236317419121	0.2163506623166563	0.2184009127892874	0.1645148239806263	0.2358233842430971	0.2194731995770382	0.1811286803054168	0.2299707124523369	0.2241182168099423	0.2723794700089448
Diadenylate cyclase cluster	0.0040729338493563	0.0020745686505829		0.0001726367055141		0.0020147110538037	0.0008876022882386	0.001673594992767		0.0018609574477191	5.716908958796521e-05		0.001995327205497	0.0019227967206488	0.0005782532341083		2.594568789153663e-05	0.0006494535792104		0.001339185267601	0.0015175497321548	
Dihydroxyacetone kinases	0.2154936174470324	0.2119562013812259	0.1418674889644539	0.1928919609154681	0.1397341212892511	0.0975520039659279	0.1613367734262018	0.1987440826128668	0.1344078170051052	0.1994131698138971	0.1064474155855515	0.0675758876891377	0.1900781224153471	0.1979323976957011	0.200333561247715	0.0953114558186129	0.1488456547242989	0.2034581364110785	0.117305448348623	0.2092906654075708	0.1984471193222176	0.0959350509397506
Dimethylarginine metabolism	0.0025098506181942	0.0026144742174013	9.386961041764931e-06	0.0006264619844034	0.0001410287653552	0.024061449908178	0.0018742673318611	0.0023726270476728	6.429304106819029e-05	0.0032871893278497	8.57536343819478e-05	3.446020501065165e-05	0.0029652511698732	0.0015977016454724	0.0014291115642964	0.0001105371600666	3.459425052204884e-05	0.0019880076131063		0.0010469200789063	0.0028651998747314	7.663666213616266e-05
Dimethylsulfoniopropionate (DMSP) mineralization, WBW	0.011143798784443	0.0095532094652848	0.0001032565714594	0.0025852035256969	0.0002097802884658	0.0152930999929264	0.0082311329217004	0.0184667102894741	0.0002014515286803	0.0229495357378981	0.000165790359805	4.59469400142022e-05	0.031069145006195	0.0176196666142979	0.00540647641827	0.0002397227661853	0.000133558517194	0.0088112213970313	0.0001069553224783	0.0048399333356191	0.0210139626155458	9.547650824463598e-05
Dimethylsulfoniopropionate (DMSP) mineralization, gjo	0.011143798784443	0.0095532094652848	0.0001032565714594	0.0025852035256969	0.0002097802884658	0.0152930999929264	0.0082311329217004	0.0184667102894741	0.0002014515286803	0.0229495357378981	0.000165790359805	4.59469400142022e-05	0.031069145006195	0.0176196666142979	0.00540647641827	0.0002397227661853	0.000133558517194	0.0088112213970313	0.0001069553224783	0.0048399333356191	0.0210139626155458	9.547650824463598e-05
Diphthamide biosynthesis	0.0012048041899105	0.0012591633253538	0.0009997113509479	0.0013732465211349	0.0012692588881969	0.0020971310514593	0.0009985525742685	0.0011403917100104	0.000799070653276	0.0010731521281847	0.0020295026803727	0.0001723010250532	0.0014102163450381	0.0013406166024523	0.0017595419837869	0.0018475496753997	0.0013232300824683	0.001623633948026	0.0021844468941456	0.001668528875757	0.0014704208584854	0.0007280482902935
Dissimilatory nitrite reductase	0.0463514418249071	0.0458805094312257	0.0847379747162204	0.0418285658922393	0.0847850834438998	0.0787486446489273	0.0708706839546231	0.0535930528255461	0.085396772562816	0.0531737574728296	0.077738528021715	0.0925779150978658	0.0568228216197991	0.0559409219995432	0.0609470647989746	0.0831610532738579	0.0889651692112899	0.063240164686324	0.0453136202604329	0.0606118741849835	0.0622619550046503	0.075998023285028
Dot-Icm type IV secretion system	0.002627801264608	4.992277501402832e-05	2.81608831252948e-05	1.5694245955828227e-05			1.1887530646054002e-05	7.653635637654232e-05		0.0002233148937263			5.355251943182918e-05	6.409322402162763e-05	2.478228146178783e-05			5.0974554182212974e-05		1.3086500986329578e-05	2.8277324201642763e-05	
EC 2.7.1.- Phosphotransferases with an alcohol group as acceptor	0.0428749319769753	0.0320641261091488	0.0203210273626562	0.0255432260562865	0.0216481169516898	0.0213626528738326	0.0227395724619035	0.0291591855111749	0.0210884454960861	0.0288788102978201	0.0204246100734603	0.043471548620937	0.0290442230811857	0.0290547598127454	0.0252076614556884	0.022091528197443	0.0197085298487533	0.0252868401095381	0.0262161490140509	0.0291872541734544	0.0276562946900245	0.0192984800377096
EC 3.13.1.- Hydrolases acting on carbon-sulfur bonds	3.794658865859947e-05	3.328185000935221e-05		1.5694245955828227e-05	4.230862960656359e-05		2.3775061292108005e-05	3.061454255061692e-05	2.7554160457795834e-05		2.8584544793982604e-05			1.0682204003604605e-05	1.2391140730893915e-05	7.105960289998975e-05	2.594568789153663e-05	1.1327678707158436e-05	1.950399012630004e-05		1.413866210082138e-05	7.663666213616266e-05
EC 3.4.11.- Aminopeptidases	0.1897424299401619	0.1901336621284276	0.2410289986693982	0.1970046380681931	0.244057329885462	0.2370368606650254	0.2253321059061689	0.2044515687886575	0.2379806915139063	0.2059873121575398	0.2238741548264717	0.2236352437841256	0.2124289605995469	0.2113944079089329	0.2271068925059454	0.242135596881715	0.2407370651016226	0.2226077660601752	0.278741274890017	0.2158640148530041	0.2134937977224028	0.2354661444133597
EC 3.4.13.- Dipeptidases	0.0777746956715211	0.0807621070310275	0.0884627208575927	0.0924940385406736	0.0837851894975314	0.068619226937053	0.0809144585974742	0.0831873657456638	0.0931376547074262	0.0793388191877615	0.0851485948504751	0.099314310840698	0.0747216320205666	0.0846920740752451	0.0937389796292124	0.080727656650105	0.086416437804078	0.0937648604985039	0.08594108182652	0.0950494377472094	0.0876667743561429	0.0943461174781275
EC 3.4.17.- Metallocarboxypeptidases	0.0496784908051178	0.0487390010452228	0.0581536228673321	0.0497888227993342	0.0458777728498203	0.0477854287517206	0.056944874208564	0.0490621753737984	0.0560134737102983	0.0498030645048149	0.042797511022931	0.0592044919653952	0.0478663227135021	0.0478514207603263	0.056008102241803	0.0544926451635138	0.0548367311221126	0.05617758943792	0.0890051178661473	0.0526976972678729	0.0533595213810494	0.0483977528365866
EC 3.4.19.- Omega peptidases	0.0148402783812339	0.0152745201626254	0.0249880902931782	0.0132197865101259	0.0016500365546559	0.0059250820536865	0.0195470628923281	0.010388534772176	0.0258779490299466	0.0120631397222152	0.0001715072687638	0.021261946491572	0.0106986033264921	0.0106875451056064	0.0108690956111157	0.029627906653579	0.025007318846126	0.0113956447794013	0.0316744799651112	0.0097341756503314	0.0121898831745915	0.0214774245636595
EC 3.4.21.- Serine endopeptidase	0.0156719411160015	0.0089139888275048	0.000197126181877	0.0030289894694748	0.0001692345184262	0.0002564177704841	0.0083569340441759	0.0135316278073726	0.0002204332836623	0.0128964351126939	0.0002858454479398	0.045849302766672	0.0151196613195864	0.0121777125641092	0.0198010428879684	0.0001421192057999	0.0003372939425899	0.0200669828297311	0.0001560319210104	0.0198325922447824	0.0200415535279143	0.0001532733242723
EC 3.4.24.- Metalloendopeptidases	0.0174079975471325	0.0068227792519172	7.0402207813237e-05	0.000541451485476	4.230862960656359e-05	0.0011172488571093	0.0079527580022101	0.0148250922301362		0.0137834914961068	2.8584544793982604e-05	5.169030751597748e-05	0.0159288993910007	0.0133901427185183	0.0230475217594626	8.290287004998804e-05	9.080990762037822e-05	0.024241232433319	8.776795556835016e-05	0.024380151337532	0.0233005151421536	7.663666213616266e-05
EC 4. 1. 1.- Carboxy-lyases	0.0734010351070454	0.0884445089231858	0.0619422091743465	0.0971968193413371	0.092072039749804	0.0756224846637742	0.0675152303042638	0.0829511235256483	0.0616868767248906	0.0793092506416477	0.089307646117999	0.1365497110282073	0.0749148177758503	0.0811199450564394	0.0845821626508097	0.0617586904315248	0.0622739752210033	0.0830164037625713	0.0561022523987956	0.0804678040231916	0.0771047224780929	0.0837555694097608
EC 4.1.2.- Aldehyde-lyases	0.0726033210167743	0.0680959241944121	0.06177190288116	0.0645563625536827	0.0655536958562363	0.0515300945501279	0.0602178148843838	0.0634592998572207	0.0622974309970344	0.0629154266265329	0.0247783084793438	0.1615685172748515	0.0606632361848317	0.0647178743786777	0.0634023693348014	0.053940583208494	0.0604025189309313	0.0637191232156598	0.0495448019470109	0.0663815099406743	0.0639946368239459	0.0648209310489549
EC 4.1.3.- Oxo-acid-lyases	0.0892420418278742	0.0925361073646138	0.0781351192697213	0.0964435702699626	0.0845284110909534	0.0759315596549838	0.0825046139468947	0.0910337586938418	0.0779946425789771	0.0919863586265748	0.0929555785012317	0.1731106347507408	0.089530263707453	0.0944523996343689	0.0949203716383973	0.0671762801962706	0.0766358092129555	0.0933478086323249	0.0897612401402222	0.0901871015682354	0.0895927350527047	0.072896975492161
EC 5.1.2.- Racemaces and epimerases acting on hydroxy acids and derivatives	0.0050279229972644	0.0046095362262952	6.33619870319133e-05	0.0045042485893227	4.230862960656359e-05	7.326222013831904e-05	0.002876782416345	0.0047911759091715		0.0052758143642839	2.8584544793982604e-05	6.89204100213033e-05	0.0047959256291171	0.0043262926214598	0.0040890764411949	2.3686534299996584e-05	0.0002335111910238	0.0041799134429414	3.900798025260008e-05	0.0040895315582279	0.004510233210162	0.0001149549932042
EC 6.3.4.- Ligases that form carbon-nitrogen bonds	0.1557368395512545	0.1481503204598868	0.2020158945835336	0.1463407506971285	0.1798245927807215	0.1306136667415579	0.1735632513638113	0.1562412809089795	0.2102731243611812	0.1542880828414595	0.1211752341563623	0.3318420925759291	0.1593625987869629	0.1614702989721615	0.150802540677206	0.1930113602423197	0.1920230392541808	0.1540201581439985	0.149929093651989	0.1503645388555756	0.1559626135540501	0.1877568115075855
EC 6.4.1.- Ligases that form carbon-carbon bonds	0.1072019589546932	0.0794162524106492	0.0439139246962339	0.0492344189880289	0.0438197528273444	0.07494591387526	0.0592898515992373	0.0784731270975931	0.0408559314187967	0.0808542884083613	0.0414795093596279	0.0519441643595557	0.0895786593176061	0.0810977158985843	0.0575446345705675	0.0378363435233855	0.0421094190198323	0.062022466195968	0.0458174733386957	0.066898972000509	0.0773448440894385	0.0449078067340888
EC699-706	0.1295117070918	0.1546348711101191	0.1847306998214128	0.1790870406019558	0.1365158448638452	0.1379191820028913	0.1644203988757882	0.1495137721815753	0.193742486898915	0.1506134894354066	0.159335016772458	0.1979738777861936	0.1461329249695881	0.1522961824793909	0.1584661684271586	0.1895120131785559	0.1828392625716585	0.1524535638802918	0.189803079914089	0.1423287847273204	0.1455316054474379	0.1605346480097267
ECF class transporters	0.0594755857340558	0.0483779424760942	0.0006265796495378	0.0438698641495606	0.0009547647414547	0.0149683873520103	0.0167392281537301	0.0374316358130755	0.0006727807511778	0.0363079001241506	0.0002953736295378	0.0004680844513946	0.0359648803370936	0.039984379769159	0.0346107277705207	0.0665258310454397	0.0011018268791272	0.0350799330096184	0.0002828078568313	0.0424100780714475	0.0334619715940139	0.000517297469419
